pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.2_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.4_lr5.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr10.0
L__NOUN_VERB_VERB	4	0	sing	are	wrong	original	My concern with adding the language below	0	False	261453	6	7	My concern with adding the language below is , could it be argued that not everyone knew the rate would or could apply at any point , since we just stated Topack and Needles and if they knew they might have bid a different rate ?? <eos>	-4.00405	-7.77145	-4.88225	-6.55497	-6.49196	-3.2666	-4.74328	-4.85931	-5.59875	-5.62926	-5.56476	-5.13432	-6.01506	-4.49636	-5.50266	-4.50394	-5.51742	-4.75969	-5.2585	-4.38569	-4.17571	-5.099	-3.9333	-4.1343	-3.5282	-6.59429	-6.60989	-5.50057	-4.61962	-5.95129	-4.50566	-5.10387	-4.83772	-5.50837	-5.28994	-6.63669	-5.68716	-5.22103	-4.19456	-6.32452	-4.95363	-5.14784	-3.84063	-5.06238	-5.3289	-4.43693	-3.51709	-5.37497	-6.45652	-4.89017	-7.39646	-5.26326	-5.49737	-5.05249	-4.58946	-5.28957	-3.95283	-3.91326	-5.33555	-4.77218	-4.4153	-4.38755	-7.01063	-4.90627	-4.91041	-5.34634	-4.81553	-4.53295
R__VERB_NOUN_CCONJ_VERB	5	2	plur	meet	correct	generated	Beware me digest if you throw any couples or	0	False	5674	4	9	Beware me digest if you throw any couples or pale anything edible . <eos>	-8.93922	-8.74371	-10.116	-8.71948	-8.0278	-9.5895	-8.98977	-9.32404	-8.30762	-8.61622	-10.597	-8.20423	-8.68988	-9.1737	-8.68739	-8.95477	-7.24538	-8.35367	-9.95026	-9.96297	-7.96532	-9.16186	-9.34443	-7.6077	-7.7119	-10.304	-10.7752	-9.38643	-8.52817	-7.10691	-10.4384	-8.46591	-8.58311	-10.3319	-9.63664	-8.80119	-10.3103	-8.90215	-8.79818	-6.63456	-7.86748	-8.69135	-8.81444	-10.3272	-9.91938	-7.73171	-9.29589	-9.35844	-7.86354	-11.1595	-8.06162	-9.81781	-8.84863	-9.9867	-9.31046	-9.10528	-8.85691	-9.61644	-7.76443	-8.66924	-8.92931	-9.24904	-9.40003	-12.3261	-8.11837	-9.69989	-8.78764	-9.55965
R__VERB_NOUN_CCONJ_VERB	5	2	plur	meets	wrong	generated	Beware me digest if you throw any couples or	0	False	1994	4	9	Beware me digest if you throw any couples or pale anything edible . <eos>	-13.0374	-11.1493	-10.8711	-9.62443	-11.6485	-11.5179	-10.3925	-11.5601	-11.6798	-11.6411	-14.1303	-11.8815	-11.1538	-11.2473	-11.358	-11.6928	-11.9567	-10.5237	-10.9006	-10.6828	-10.3007	-10.9863	-12.051	-11.1091	-10.1633	-10.4448	-13.9438	-10.4943	-12.6668	-11.1026	-11.8197	-11.0491	-10.8563	-11.9834	-11.1604	-10.9013	-12.7315	-10.3721	-10.0727	-10.9216	-10.9077	-11.829	-10.7513	-10.6328	-10.6375	-10.49	-11.589	-11.2609	-13.4281	-13.8015	-9.45612	-12.0872	-10.6082	-10.8168	-10.9373	-12.3391	-11.6976	-10.8513	-11.1881	-13.2063	-11.5964	-11.6649	-11.5015	-11.7946	-9.52003	-12.4657	-11.6737	-12.3354
L__NOUN_VERB_VERB	15	5	sing	ensures	correct	generated	The arrogant detective to compel for homeless	0	False	399	5	7	The arrogant detective to compel for homeless accuses to disappear four , or your cop pup carbon channel , and oppose . <eos>	-13.7995	-13.0291	-11.7053	-15.6137	-14.2113	-14.6547	-14.6719	-15.0891	-13.4743	-14.4374	-14.8508	-15.8983	-16.3981	-16.3531	-13.5774	-13.4312	-13.8825	-13.4506	-16.6392	-13.1519	-13.2687	-13.824	-13.8944	-14.5223	-14.6073	-15.8821	-11.901	-13.9876	-13.6873	-14.8049	-12.6961	-14.1578	-14.4886	-14.3589	-13.2464	-14.4059	-14.1181	-13.1698	-16.6959	-13.6016	-14.4861	-14.9652	-15.7579	-17.4743	-14.4532	-14.4331	-14.0419	-15.645	-16.3039	-14.3336	-15.4128	-14.241	-14.8691	-14.5336	-14.2999	-13.9375	-13.8628	-13.4341	-14.5311	-14.1095	-13.0972	-14.51	-12.3047	-14.7884	-14.5618	-14.8962	-12.7406	-13.8947
L__NOUN_VERB_VERB	15	5	sing	ensure	wrong	generated	The arrogant detective to compel for homeless	0	False	3569	5	7	The arrogant detective to compel for homeless accuses to disappear four , or your cop pup carbon channel , and oppose . <eos>	-14.8863	-14.2463	-12.1591	-14.4887	-13.7579	-13.0078	-13.4338	-16.7085	-14.2165	-14.8354	-17.2429	-15.3339	-14.7841	-16.7758	-14.4406	-15.0978	-12.9113	-12.3816	-14.45	-11.2237	-11.5315	-14.0017	-13.9083	-13.6813	-12.5879	-16.445	-12.7318	-15.4844	-14.2593	-14.4787	-13.5154	-14.2821	-13.2396	-14.1706	-13.435	-12.6922	-13.9644	-12.8066	-15.5998	-12.975	-12.2665	-15.4068	-13.3044	-16.79	-15.1587	-12.9778	-12.5583	-14.1281	-14.6258	-15.5364	-17.8034	-13.7895	-16.8887	-13.0328	-12.7236	-12.878	-14.9137	-14.1433	-13.5205	-15.5617	-11.647	-14.6511	-15.645	-15.7799	-14.5674	-14.4141	-13.2207	-13.8527
R__VERB_NOUN_CCONJ_VERB	5	1	plur	deserve	correct	generated	Put me decide if you condemn any days or	0	False	208	4	9	Put me decide if you condemn any days or manage anything exceptional . <eos>	-11.4044	-11.482	-11.6151	-11.9907	-11.3468	-8.69137	-10.0036	-9.33886	-9.42852	-9.79655	-8.85832	-11.6961	-12.4488	-11.2745	-10.7605	-10.9992	-10.2565	-10.3652	-11.0908	-12.6973	-9.37363	-12.2548	-11.0105	-11.2379	-10.1502	-11.4612	-12.1434	-11.9339	-13.8082	-11.591	-11.9075	-11.9934	-13.4568	-10.9187	-13.0633	-13.2842	-15.8488	-10.7625	-11.4555	-9.31858	-10.8524	-10.1805	-9.90776	-11.3034	-10.2724	-9.92658	-9.80486	-13.0206	-13.2154	-10.4583	-10.2172	-10.6693	-12.3141	-11.4108	-11.0251	-13.0379	-14.0048	-10.4957	-10.4818	-12.3243	-11.152	-11.0222	-12.7603	-10.2112	-10.9549	-12.4443	-10.6586	-10.3268
R__VERB_NOUN_CCONJ_VERB	5	1	plur	deserves	wrong	generated	Put me decide if you condemn any days or	0	False	198	4	9	Put me decide if you condemn any days or manage anything exceptional . <eos>	-13.3575	-11.6504	-12.2178	-12.2271	-12.5218	-10.8802	-13.7596	-10.8656	-12.241	-10.5096	-13.3604	-11.9295	-12.3097	-12.0299	-11.8691	-13.2083	-11.5065	-11.7339	-12.9705	-11.6062	-11.8583	-12.2965	-11.9161	-13.532	-11.8911	-12.3863	-13.7831	-12.7465	-13.9041	-15.3137	-12.8045	-15.0344	-14.9474	-11.8284	-13.6269	-13.2104	-17.6393	-11.5172	-11.6311	-10.9503	-11.4687	-11.5642	-11.5396	-12.8348	-12.6561	-11.4287	-11.527	-12.7278	-16.0654	-12.9972	-11.9983	-11.3412	-15.7909	-11.987	-13.1523	-14.3486	-15.7187	-12.8324	-11.6601	-13.705	-12.5187	-12.519	-14.5043	-13.4912	-12.2819	-15.2485	-12.5157	-12.6658
L__NOUN_VERB_VERB	23	2	sing	represents	correct	generated	Well , unless abruptly harshly the third siege he paid in the mosque	0	True	2926	6	13	Well , unless abruptly harshly the third siege he paid in the mosque sucks out . <eos>	-11.928	-15.8588	-10.2063	-12.225	-15.3603	-10.5606	-10.6211	-10.6538	-11.4197	-14.2491	-14.0902	-11.7385	-10.7233	-9.9591	-10.2059	-10.6369	-10.1398	-8.92469	-10.8446	-13.791	-10.8069	-10.1633	-10.2307	-12.0645	-12.7458	-11.6874	-12.7381	-9.14423	-12.2614	-13.1728	-11.5895	-13.7143	-10.4165	-10.8412	-11.4443	-13.3715	-11.8804	-9.20552	-10.9951	-13.6944	-8.79914	-9.85109	-10.5951	-9.32825	-9.32031	-9.08456	-10.1348	-9.88177	-10.1277	-11.9491	-8.69458	-11.0265	-11.1297	-12.1755	-8.81413	-9.78078	-8.57739	-10.9853	-10.7363	-9.88712	-12.1758	-10.9601	-10.7062	-10.7793	-9.22547	-10.8587	-10.1605	-11.0703
L__NOUN_VERB_VERB	23	2	sing	represent	wrong	generated	Well , unless abruptly harshly the third siege he paid in the mosque	0	True	4307	6	13	Well , unless abruptly harshly the third siege he paid in the mosque sucks out . <eos>	-14.1293	-17.1599	-11.7077	-13.981	-14.9416	-13.0191	-13.4662	-11.5858	-13.4968	-14.0329	-14.6329	-12.3482	-12.6912	-11.525	-12.9596	-12.5902	-12.3608	-10.623	-12.659	-14.3356	-13.6872	-12.04	-11.583	-13.7822	-14.5063	-14.0648	-13.6477	-11.7515	-14.2526	-14.9437	-15.6014	-15.2948	-12.2707	-13.5197	-12.5229	-14.4303	-12.701	-11.5343	-12.3997	-14.4542	-11.1571	-12.1973	-12.1561	-11.2985	-13.2561	-10.9078	-13.0907	-12.3626	-11.6364	-14.612	-11.5969	-12.4325	-16.2347	-13.7395	-11.5615	-11.7251	-13.3841	-13.0604	-12.8367	-13.2766	-14.0737	-13.1674	-14.8306	-11.007	-12.7272	-12.8964	-12.4932	-12.9277
L__NOUN_VERB_VERB	2	4	plur	suggest	correct	generated	<unk> I do n't compete to the popularity that the losses we make or realize to	1	False	2424	6	16	Whie I do n't compete to the popularity that the losses we make or realize to consider no accident on our seed ( which I sell is financially covert ) , it does raise me why sanctions prefer out a dramatic humanity of ports to rush the junk on . <eos>	-9.6416	-9.12563	-6.79638	-8.67904	-8.83842	-8.78173	-8.2896	-7.53183	-7.76236	-7.83744	-6.70406	-7.6899	-8.38344	-8.10236	-7.68359	-7.78239	-8.31801	-8.57659	-7.78685	-8.04462	-7.919	-7.69043	-7.80064	-7.46176	-8.08829	-7.79258	-9.66992	-7.35529	-8.60092	-10.1317	-7.67969	-10.1999	-9.0281	-10.029	-8.75247	-8.63433	-8.50722	-8.55299	-7.68928	-9.18177	-7.43969	-8.8771	-7.2208	-8.18222	-9.44737	-7.72656	-7.73155	-7.5417	-8.73698	-10.0231	-9.09164	-8.43273	-8.57521	-6.8177	-9.77303	-7.83428	-9.88804	-7.20947	-7.03462	-8.43942	-8.41632	-9.35382	-9.79604	-10.6991	-8.8042	-8.65886	-7.89647	-7.53613
L__NOUN_VERB_VERB	2	4	plur	suggests	wrong	generated	<unk> I do n't compete to the popularity that the losses we make or realize to	1	False	3500	6	16	Whie I do n't compete to the popularity that the losses we make or realize to consider no accident on our seed ( which I sell is financially covert ) , it does raise me why sanctions prefer out a dramatic humanity of ports to rush the junk on . <eos>	-15.9337	-16.3218	-13.4916	-14.679	-14.9953	-15.4048	-15.8131	-13.3331	-14.2465	-14.3538	-11.5237	-14.3079	-13.9872	-14.8244	-13.8183	-14.9681	-14.35	-14.5122	-14.416	-14.2381	-14.5923	-15.6769	-13.7209	-13.1829	-13.4466	-14.4847	-14.4076	-14.5577	-15.2804	-17.4527	-14.6777	-14.0769	-14.1326	-16.1797	-15.1978	-12.7879	-14.6183	-15.8353	-14.0836	-15.864	-14.6391	-13.3892	-14.4831	-13.7476	-16.1823	-12.3258	-13.8199	-15.1337	-13.1438	-14.5645	-11.274	-15.2273	-13.0149	-13.69	-15.286	-14.4445	-16.7301	-13.1364	-13.452	-13.3484	-14.3296	-15.3497	-14.2758	-14.1712	-15.4706	-13.0917	-14.9504	-13.9488
L__NOUN_VERB_VERB	4	1	sing	includes	correct	generated	My dad with establishing the protein surely	0	False	10564	6	7	My dad with establishing the protein surely enables , could it be approved that publicly everyone lacked the tug would or could exceed at any permission , since we roughly drafted Philip and Tamils and if they felt they might have needed a meticulous directive ?? <eos>	-7.68064	-7.48007	-6.50006	-8.83255	-8.34358	-6.64259	-11.2089	-7.97754	-6.68932	-6.63455	-9.79651	-7.76546	-8.04773	-8.45959	-6.82612	-7.76384	-7.21492	-6.53162	-7.84048	-8.48836	-7.00577	-6.95829	-6.35601	-6.86852	-7.37776	-9.07336	-7.66968	-8.57751	-8.57718	-7.10396	-8.0274	-7.47499	-8.1472	-8.03735	-7.23314	-8.0858	-7.98664	-6.45243	-7.60894	-8.838	-6.97685	-7.54893	-6.07911	-8.10804	-7.44764	-7.36528	-5.41582	-7.86609	-8.41195	-6.5376	-9.66385	-7.93651	-6.61616	-7.40314	-8.09467	-8.71412	-8.12755	-6.82437	-6.9823	-10.1423	-8.50828	-7.75313	-6.92463	-9.76169	-8.29589	-7.46132	-7.44653	-7.51542
L__NOUN_VERB_VERB	4	1	sing	include	wrong	generated	My dad with establishing the protein surely	0	False	24625	6	7	My dad with establishing the protein surely enables , could it be approved that publicly everyone lacked the tug would or could exceed at any permission , since we roughly drafted Philip and Tamils and if they felt they might have needed a meticulous directive ?? <eos>	-11.8646	-11.6544	-8.86606	-13.9982	-10.5641	-9.72656	-12.8576	-8.69952	-8.91449	-11.0141	-13.8299	-10.2547	-10.3478	-9.71674	-8.56835	-10.0737	-10.2872	-9.38103	-9.96287	-11.4496	-9.29198	-7.75521	-9.24635	-10.3145	-11.1204	-10.0439	-11.1713	-11.132	-11.025	-10.3624	-9.95987	-9.97896	-10.037	-10.4372	-10.6287	-10.0458	-12.3361	-10.9058	-10.2563	-11.1636	-10.3973	-10.0277	-8.68928	-11.2362	-10.9966	-8.81677	-8.41436	-11.7334	-10.6205	-10.0899	-14.4184	-10.0904	-10.8894	-9.64863	-9.47797	-11.3701	-10.5616	-9.7902	-9.52703	-10.1542	-9.55521	-9.34582	-10.4993	-11.6287	-11.3147	-10.1485	-9.41825	-8.47228
L__NOUN_VERB_VERB	1	1	sing	carries	correct	generated	An outward assassination imprisoned in trillion	0	False	1560	4	6	"An outward assassination imprisoned in trillion plays there agree seven "" cm "" in the August Operations , but urban posters are maybe safer than this . <eos>"	-11.2985	-14.1022	-12.1799	-9.21227	-9.76887	-10.5671	-13.0812	-12.1963	-12.4098	-11.4436	-9.76673	-11.1289	-13.6196	-10.8017	-12.2325	-10.4608	-12.3132	-13.1375	-12.1449	-11.1265	-9.29489	-13.053	-10.0077	-9.5392	-11.7685	-10.0671	-12.8419	-11.1569	-12.7273	-12.0625	-9.9075	-11.8676	-11.533	-10.3415	-13.5467	-12.9085	-11.1489	-8.79963	-12.0886	-9.15127	-12.2006	-11.4234	-11.0989	-9.77036	-10.1885	-9.81454	-11.8905	-12.0604	-11.0949	-10.8168	-13.1419	-11.2043	-11.1131	-9.73884	-11.1975	-12.2028	-10.5135	-10.6131	-11.7099	-10.6566	-10.7345	-11.3201	-9.80522	-11.7255	-10.3695	-11.5947	-11.4026	-10.8484
L__NOUN_VERB_VERB	1	1	sing	carry	wrong	generated	An outward assassination imprisoned in trillion	0	False	4503	4	6	"An outward assassination imprisoned in trillion plays there agree seven "" cm "" in the August Operations , but urban posters are maybe safer than this . <eos>"	-12.2237	-13.6956	-12.236	-11.2498	-11.2925	-13.0178	-10.8247	-10.4993	-10.2692	-9.97984	-14.4168	-10.0597	-12.2573	-12.2202	-12.7192	-12.4595	-11.6716	-13.6056	-12.4062	-13.305	-12.4637	-13.402	-11.4421	-11.4305	-11.6994	-11.801	-13.3275	-12.0868	-14.0539	-12.3975	-13.1349	-12.8663	-10.4194	-13.1465	-13.1419	-13.7334	-15.1594	-10.3647	-13.6287	-9.79061	-11.7116	-12.2581	-11.4181	-13.8323	-11.1939	-12.6136	-13.791	-12.4263	-11.4594	-11.6628	-13.8179	-11.0057	-15.0801	-13.3807	-13.7795	-13.7104	-11.7609	-11.3973	-13.5328	-12.0103	-11.4914	-11.0724	-14.9125	-11.6627	-12.7796	-11.6147	-13.5042	-11.502
L__NOUN_VERB_VERB	19	7	plur	enjoy	correct	generated	the academic grandparents we proceed in our channel	1	False	1428	6	8	the academic grandparents we proceed in our channel arrive ; we pose market none for easter , flipping reputation and scam - tonight for Chechnya . <eos>	-12.2356	-8.93446	-10.6318	-11.3572	-10.398	-11.3215	-9.03636	-11.2602	-9.33989	-10.5399	-8.75837	-9.38573	-11.6704	-11.7743	-9.9795	-7.12704	-9.49588	-9.71784	-12.5185	-9.43222	-10.2466	-12.0857	-8.19781	-8.39215	-11.1203	-9.16868	-10.1822	-11.6014	-10.7635	-8.44978	-9.57181	-11.7528	-10.4256	-10.165	-9.54327	-9.33703	-12.1889	-8.75014	-8.76783	-10.8842	-11.599	-9.19574	-9.07208	-11.7063	-11.9047	-10.2419	-9.51853	-9.08544	-13.4399	-10.0189	-11.8422	-9.92936	-9.69801	-9.66474	-9.18114	-8.92531	-11.0976	-10.123	-11.253	-8.77923	-10.4652	-8.96569	-11.15	-8.63793	-10.1536	-9.58947	-9.39601	-7.73016
L__NOUN_VERB_VERB	19	7	plur	enjoys	wrong	generated	the academic grandparents we proceed in our channel	1	False	556	6	8	the academic grandparents we proceed in our channel arrive ; we pose market none for easter , flipping reputation and scam - tonight for Chechnya . <eos>	-13.3028	-12.5425	-13.2719	-15.7648	-10.9981	-13.6369	-11.6691	-13.1092	-11.6251	-11.4006	-11.4974	-11.8681	-13.1161	-13.6615	-12.5242	-12.2827	-11.4608	-12.9335	-13.5332	-12.245	-11.3014	-14.5752	-11.2883	-11.8187	-12.3181	-11.5398	-11.7639	-12.8485	-12.8388	-11.1681	-9.95037	-12.6534	-12.4133	-12.7585	-12.3017	-12.4601	-14.2929	-10.7831	-13.0811	-12.7356	-13.2709	-11.6948	-11.8794	-13.5602	-13.497	-12.3198	-10.8709	-10.9999	-14.6582	-12.4652	-12.0873	-10.7682	-12.3946	-11.3566	-12.5043	-12.1487	-12.3879	-12.4594	-12.3766	-10.8133	-11.1545	-10.3631	-12.0934	-11.1577	-11.4139	-10.9103	-11.4672	-11.213
L__NOUN_VERB_VERB	0	4	sing	observes	correct	generated	The rebel to hire in sensitivity	0	False	323	5	6	The rebel to hire in sensitivity includes that Many Afraid strategies and Seas and respective Retired birds are basic to pour badly partly brave to the Ukraine in Israel than al - Berlin utensils , and it would be neat to fill one 's affairs off the gentle convenience . <eos>	-15.9931	-14.0097	-13.8352	-13.993	-12.0469	-15.0986	-14.5205	-14.6346	-15.7187	-15.4938	-14.6114	-14.0287	-14.5877	-14.4401	-14.4304	-16.4238	-13.617	-14.482	-15.7082	-13.8006	-15.1006	-14.3683	-14.9082	-13.1412	-15.8347	-13.7878	-13.1307	-17.8642	-12.0605	-15.9082	-14.9295	-15.8026	-14.3929	-16.0771	-13.0337	-13.4651	-14.9031	-12.6023	-16.6147	-14.1385	-12.445	-14.2855	-14.269	-13.2184	-12.4846	-14.7303	-16.3265	-15.6951	-14.6532	-14.0701	-13.939	-14.6678	-13.2192	-14.2225	-14.3562	-12.8786	-12.6362	-13.2079	-15.4309	-13.5839	-14.4875	-13.7433	-13.2393	-12.6618	-13.6297	-14.6141	-15.5189	-13.4883
L__NOUN_VERB_VERB	0	4	sing	observe	wrong	generated	The rebel to hire in sensitivity	0	False	946	5	6	The rebel to hire in sensitivity includes that Many Afraid strategies and Seas and respective Retired birds are basic to pour badly partly brave to the Ukraine in Israel than al - Berlin utensils , and it would be neat to fill one 's affairs off the gentle convenience . <eos>	-16.5916	-13.3045	-12.7162	-13.7849	-14.3269	-13.6879	-15.9411	-13.9179	-15.1241	-12.4985	-14.4575	-14.3683	-15.6027	-14.0547	-13.5262	-15.002	-13.7969	-13.3953	-15.639	-13.8013	-12.504	-15.412	-14.7142	-10.4396	-15.6091	-13.491	-11.5884	-15.9235	-12.7682	-14.4342	-13.8163	-16.111	-11.5813	-15.6757	-12.8912	-13.6356	-14.684	-12.4037	-14.5114	-14.2832	-12.2845	-13.4454	-12.816	-13.1769	-11.2163	-13.4772	-13.45	-13.0486	-13.9237	-14.56	-13.9359	-12.6239	-12.0617	-13.8721	-14.0278	-12.4166	-14.5898	-13.1793	-14.9678	-13.3829	-13.8861	-13.3149	-15.7537	-12.8969	-13.8181	-14.7038	-14.8206	-13.2173
R__VERB_NOUN_CCONJ_VERB	14	8	sing	produces	correct	generated	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and	0	False	2089	5	21	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and melts into the trader scale . <eos>	-9.18575	-10.6192	-11.2027	-8.57669	-8.37764	-9.36298	-11.6157	-9.17187	-9.02119	-9.12082	-8.47049	-10.3675	-7.56797	-9.36073	-8.77984	-9.89893	-8.38381	-9.37944	-9.1201	-9.32693	-9.14527	-8.41256	-9.1001	-8.69665	-9.10054	-8.07695	-11.7321	-8.37037	-10.827	-8.73059	-9.36654	-8.14649	-8.71307	-8.57084	-8.86648	-8.35972	-9.2656	-9.3072	-10.1877	-10.4227	-9.31066	-8.76003	-8.55474	-10.9856	-8.49965	-9.31431	-8.2215	-9.79671	-8.76549	-8.40976	-7.18592	-9.49638	-8.32431	-9.43446	-9.93864	-8.92167	-9.93695	-9.11232	-9.63338	-8.73139	-7.38042	-9.5535	-8.81209	-8.53674	-7.79583	-9.16906	-9.67552	-9.10197
R__VERB_NOUN_CCONJ_VERB	14	8	sing	produce	wrong	generated	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and	0	False	7920	5	21	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and melts into the trader scale . <eos>	-9.0998	-11.9837	-7.15009	-11.693	-11.1075	-8.67893	-11.3986	-7.91021	-8.57696	-8.95047	-9.61342	-9.66865	-8.46389	-10.462	-8.47941	-8.87852	-7.66995	-7.79817	-7.77694	-8.50319	-7.68074	-8.57035	-8.39485	-8.67221	-8.35728	-8.67771	-11.351	-8.44744	-12.1236	-9.37967	-9.93262	-10.2936	-9.12459	-8.56719	-9.17652	-11.0832	-8.54166	-8.90465	-9.28319	-8.74433	-9.09684	-8.10474	-7.91962	-10.7412	-9.2049	-7.56057	-7.87881	-8.45773	-9.29271	-9.72869	-8.60744	-9.30478	-8.31803	-9.70875	-7.32943	-8.24766	-9.61414	-7.24307	-8.73528	-9.11116	-7.23677	-8.88289	-9.11934	-10.844	-9.21484	-8.11458	-9.18551	-8.80508
R__VERB_NOUN_CCONJ_VERB	10	4	plur	realise	correct	generated	You allow the distance and	0	False	247	4	5	You allow the distance and tell climber preference into the majority . <eos>	-10.6502	-10.912	-11.8779	-11.6238	-12.6797	-11.7094	-12.6674	-10.7845	-11.4969	-12.0746	-13.6341	-11.2907	-13.093	-10.7714	-11.961	-11.3735	-10.0494	-10.4509	-11.8424	-12.675	-10.585	-10.8843	-11.3671	-11.2819	-10.0963	-13.1399	-12.0926	-12.0563	-14.5521	-14.1368	-11.6772	-14.4969	-13.9084	-12.1679	-13.7821	-11.6856	-11.3574	-11.7756	-12.7871	-12.3203	-10.6651	-12.4648	-10.8815	-12.2402	-12.7821	-9.99249	-10.8412	-11.7575	-15.2151	-12.6845	-13.0385	-10.9148	-12.5268	-12.1818	-12.2328	-12.2879	-11.2041	-11.83	-10.8497	-11.6691	-13.8232	-12.534	-15.0725	-13.3713	-13.1833	-14.2048	-12.8821	-13.187
R__VERB_NOUN_CCONJ_VERB	10	4	plur	realises	wrong	generated	You allow the distance and	0	False	203	4	5	You allow the distance and tell climber preference into the majority . <eos>	-11.1536	-12.8664	-13.9476	-12.1511	-12.5703	-12.7871	-12.1553	-12.1288	-11.3647	-12.9719	-14.4888	-13.1058	-12.6836	-10.797	-13.9247	-12.4266	-11.5824	-11.3105	-13.2597	-13.0274	-12.3445	-12.0104	-11.6571	-12.6558	-12.0538	-14.3163	-12.6926	-12.7301	-13.6653	-15.7376	-12.6911	-13.7844	-12.547	-11.9398	-14.0177	-12.6877	-13.4483	-12.1936	-12.589	-13.2172	-12.229	-11.2319	-11.8386	-11.2032	-12.444	-11.6185	-12.1267	-12.38	-13.8535	-13.4092	-12.1289	-12.3316	-15.2423	-11.8566	-13.2404	-12.768	-12.0452	-13.4178	-12.6343	-13.4823	-14.1271	-13.946	-12.4513	-13.3639	-13.614	-14.1594	-13.2995	-14.2373
