pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	seed_hidden650_batch64_dropout0.1_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr10.0_seed1010	seed_hidden650_batch64_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr10.0_seed8574	seed_hidden650_batch64_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.1_lr10.0_seed11230	seed_hidden650_batch64_dropout0.2_lr20.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed1234	seed_hidden650_batch64_dropout0.2_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9420	seed_hidden650_batch128_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed3648	seed_hidden650_batch128_dropout0.2_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr20.0_seed1010	seed_hidden650_batch128_dropout0.2_lr10.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed3242	seed_hidden650_batch64_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed3648	seed_hidden650_batch128_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed11230	seed_hidden650_batch64_dropout0.1_lr20.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed9420	seed_hidden650_batch128_dropout0.2_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed5555	seed_hidden650_batch128_dropout0.1_lr10.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3648	seed_hidden650_batch128_dropout0.1_lr20.0_seed9420	seed_hidden650_batch128_dropout0.1_lr20.0_seed8574	seed_hidden650_batch128_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr10.0_seed8574	seed_hidden650_batch128_dropout0.1_lr10.0_seed9420	seed_hidden650_batch128_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed11230	seed_hidden650_batch128_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.2_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed1010	seed_hidden650_batch64_dropout0.1_lr20.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed44444	seed_hidden650_batch64_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed3648
L__NOUN_VERB_VERB	0	2	sing	assumes	correct	generated	The cancer to withdraw in scene	0	False	647	5	6	The cancer to withdraw in scene involves that Former Amazing versions and Christians and several Constitutional missiles are capable to dine badly perhaps devastating to the England in Academy than al - McNamara outlets , and it would be secretive to cook one 's allegations off the nutritional dentist . <eos>	-8.91009	-11.6198	-11.0018	-13.4551	-10.088	-11.0283	-10.4856	-12.5423	-12.0871	-10.4531	-14.0037	-12.0162	-13.4211	-10.325	-12.5422	-10.8319	-11.2349	-11.1405	-9.88484	-13.9666	-10.6986	-12.2541	-10.3544	-12.9483	-10.4847	-12.0956	-11.5887	-11.9928	-9.95267	-12.2928	-12.009	-12.2306	-11.7535	-13.9919	-13.2178	-12.0491	-9.89413	-9.42986	-10.2564	-10.4069	-10.7255	-12.8041	-12.0998	-11.2904	-11.3831	-13.0197	-10.9532	-11.3985	-12.089	-12.1679	-12.1614	-11.2452	-10.109	-10.1178	-13.5756	-13.793	-9.7248	-10.8904	-11.5889	-9.98808	-10.6798	-9.61138	-12.869	-11.0697	-14.333	-11.509	-12.779	-10.4345	-11.408	-12.5479	-11.6266	-11.7018	-11.5793	-11.3633	-10.9057	-11.7522	-12.3115	-10.6995	-12.2533
L__NOUN_VERB_VERB	0	2	sing	assume	wrong	generated	The cancer to withdraw in scene	0	False	1201	5	6	The cancer to withdraw in scene involves that Former Amazing versions and Christians and several Constitutional missiles are capable to dine badly perhaps devastating to the England in Academy than al - McNamara outlets , and it would be secretive to cook one 's allegations off the nutritional dentist . <eos>	-10.4192	-13.4943	-13.413	-14.1226	-13.7796	-11.5033	-14.2535	-15.0639	-10.6759	-13.8446	-13.7954	-12.3063	-14.2676	-13.046	-14.6783	-13.2968	-13.6502	-13.1752	-13.6985	-11.9166	-14.9629	-12.3275	-12.6295	-13.0732	-12.5449	-12.9882	-13.6871	-12.3461	-12.3494	-15.3937	-12.2709	-14.0425	-13.3607	-15.5014	-13.9965	-14.9523	-11.8626	-13.6671	-13.1085	-12.7035	-11.2299	-13.226	-13.9159	-15.5597	-11.9669	-12.7083	-13.7985	-13.7239	-14.2074	-13.7977	-14.1977	-13.3555	-12.0936	-11.5688	-12.6181	-14.5562	-14.3288	-13.5759	-12.8577	-12.9032	-13.4265	-12.6696	-14.0148	-12.6193	-16.1406	-12.2921	-13.6289	-13.0091	-11.451	-12.5822	-14.765	-14.4417	-13.8773	-15.4931	-13.3362	-14.1627	-13.4888	-11.7433	-13.1917
L__NOUN_VERB_VERB	9	5	plur	plan	correct	generated	But external contractors do recreate the profit they require he will regret , and the entities who want him	1	True	8632	4	19	But external contractors do recreate the profit they require he will regret , and the entities who want him pale to arrive the alternates who arrive him . <eos>	-9.3481	-10.1018	-10.3474	-10.3782	-8.95855	-11.0162	-11.5976	-9.21971	-11.1176	-8.622	-9.39877	-10.1116	-9.84243	-9.64398	-9.48597	-9.56424	-9.16804	-9.38582	-9.77689	-10.6796	-9.32198	-9.67448	-8.80272	-10.8629	-11.5267	-12.7847	-9.90963	-10.8944	-9.13644	-9.30601	-11.079	-11.1414	-9.84839	-9.70801	-13.8031	-9.61136	-9.17864	-9.4642	-11.781	-9.09391	-11.2955	-7.21784	-9.89779	-10.7472	-8.4236	-9.49689	-11.4978	-9.65569	-10.4072	-9.92051	-9.99197	-10.9274	-9.71976	-10.698	-10.5684	-10.4726	-10.2721	-10.0149	-9.22896	-9.09245	-9.17352	-10.2811	-9.10251	-10.8811	-11.1954	-9.27864	-10.5821	-9.39763	-9.89379	-9.71116	-12.0291	-7.58389	-8.56864	-9.47762	-10.8895	-9.36474	-9.52923	-11.068	-9.44847
L__NOUN_VERB_VERB	9	5	plur	plans	wrong	generated	But external contractors do recreate the profit they require he will regret , and the entities who want him	1	True	7238	4	19	But external contractors do recreate the profit they require he will regret , and the entities who want him pale to arrive the alternates who arrive him . <eos>	-9.66251	-8.41987	-9.12017	-10.2103	-9.35217	-12.2455	-11.1915	-10.066	-12.0382	-9.82685	-9.8408	-9.46239	-11.0045	-10.7592	-11.5002	-9.5371	-10.1291	-9.93475	-9.85879	-10.7021	-9.88417	-11.0924	-9.75271	-10.9199	-10.906	-13.0632	-11.2414	-10.5581	-11.6091	-10.3224	-11.2709	-12.2848	-9.7039	-9.27018	-13.3488	-11.7448	-9.79756	-10.6889	-10.701	-11.0221	-10.9007	-8.58195	-10.8063	-12.3547	-10.3003	-8.59382	-11.7939	-11.0058	-9.55565	-11.5071	-11.7667	-11.4164	-9.75681	-12.0278	-11.8518	-11.3111	-11.0557	-10.93	-10.4485	-9.24879	-11.0202	-12.03	-10.7624	-10.8804	-12.8326	-9.91204	-11.6493	-10.2821	-10.3507	-11.9066	-11.5577	-11.1231	-8.75744	-11.1405	-11.0371	-10.0553	-10.3724	-10.985	-9.57538
R__VERB_NOUN_CCONJ_VERB	15	7	sing	stops	correct	generated	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and	0	True	1587	6	37	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and protects they anticipate what you provide , whenever they will not withdraw for you , delete to this slice ... he is the obedience for you . <eos>	-6.32242	-9.79174	-7.78691	-9.43493	-10.2585	-10.4115	-7.87625	-8.73479	-9.76752	-7.14374	-7.66457	-8.94805	-9.12495	-8.21471	-8.91627	-9.2905	-8.65168	-10.2792	-8.72772	-8.53022	-7.79872	-9.3458	-9.30174	-8.45581	-8.55417	-9.6794	-7.77562	-7.2066	-8.38239	-8.25412	-7.65179	-9.11548	-9.22242	-7.70945	-10.0921	-8.01996	-9.64437	-7.80985	-10.012	-9.07952	-8.40946	-9.14416	-7.59832	-7.7933	-11.8958	-9.08877	-7.90057	-7.74719	-7.41639	-7.83889	-7.85563	-8.19982	-8.03642	-9.72256	-8.74563	-10.4323	-12.4763	-8.72173	-8.38662	-10.0636	-9.05068	-8.61107	-7.55844	-10.612	-11.0039	-7.94731	-7.25251	-10.2906	-9.98431	-8.96024	-7.65895	-9.14634	-9.20823	-9.60586	-8.73954	-7.49637	-8.91375	-7.99858	-7.46858
R__VERB_NOUN_CCONJ_VERB	15	7	sing	stop	wrong	generated	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and	0	True	5730	6	37	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and protects they anticipate what you provide , whenever they will not withdraw for you , delete to this slice ... he is the obedience for you . <eos>	-8.12991	-9.03261	-8.03798	-8.66246	-9.38027	-10.4515	-8.34218	-9.6652	-8.61177	-8.52911	-8.84929	-8.99171	-9.18501	-9.10439	-7.68918	-9.00458	-8.73825	-8.6606	-9.90421	-9.74833	-7.55545	-7.70621	-9.00287	-9.06963	-6.74481	-8.58385	-8.43754	-9.56525	-8.51125	-9.56905	-8.24696	-8.77777	-8.4295	-8.38918	-7.55134	-8.1589	-9.71682	-8.33671	-9.14738	-11.0218	-8.46055	-9.38211	-8.19871	-8.67577	-8.90663	-8.97585	-10.2176	-8.57924	-7.71853	-10.3899	-8.1589	-8.09423	-8.31465	-8.45371	-8.97471	-10.6893	-10.6699	-10.4861	-9.41984	-10.2566	-8.67379	-9.67325	-7.88392	-9.99099	-9.05844	-8.36015	-9.0985	-9.20662	-9.97599	-9.50749	-8.89478	-9.46543	-7.07911	-6.87175	-10.0196	-6.87868	-7.77648	-9.06882	-8.62761
L__NOUN_VERB_VERB	7	8	sing	figures	correct	generated	Can you ensure that the pastor we are visiting	0	False	4919	4	9	Can you ensure that the pastor we are visiting feels toward a delicate and sufficient wedding ? <eos>	-13.6217	-10.7189	-15.0242	-12.6486	-14.1575	-16.0575	-14.7949	-13.8455	-13.633	-14.9292	-10.5201	-12.3763	-10.6039	-12.2924	-11.8419	-13.4904	-11.2133	-12.0922	-12.9405	-12.5223	-13.4917	-13.5539	-13.2397	-12.4296	-13.2938	-13.2924	-13.7776	-13.5037	-12.3346	-12.9599	-11.9344	-10.9048	-12.819	-12.4312	-11.1723	-13.676	-13.553	-12.1915	-11.7695	-11.802	-13.1049	-11.3533	-14.0688	-11.8884	-13.1163	-13.5904	-13.3244	-13.4015	-11.2499	-13.4647	-12.273	-11.0114	-13.2505	-12.5872	-13.0418	-13.4277	-13.9982	-13.6498	-13.3235	-13.1114	-11.8925	-13.5786	-11.3455	-15.2092	-14.1077	-11.5539	-16.7519	-13.6079	-12.0154	-14.7873	-13.1523	-11.3318	-11.68	-14.7651	-13.3067	-13.8436	-12.6639	-13.3544	-13.0241
L__NOUN_VERB_VERB	7	8	sing	figure	wrong	generated	Can you ensure that the pastor we are visiting	0	False	5284	4	9	Can you ensure that the pastor we are visiting feels toward a delicate and sufficient wedding ? <eos>	-13.8112	-13.2962	-13.3617	-12.8508	-14.9725	-14.7638	-13.7258	-12.5039	-13.2817	-13.8877	-11.0586	-12.9346	-11.2991	-13.7432	-12.8349	-12.7121	-12.2377	-13.5866	-11.9444	-12.2516	-12.6667	-13.5515	-13.5664	-13.3171	-13.6145	-14.4543	-14.1086	-12.3831	-12.0235	-13.8873	-11.6068	-12.5883	-12.6232	-14.7652	-11.4008	-13.495	-12.945	-11.136	-13.8182	-12.734	-13.1446	-11.7383	-14.4314	-13.1117	-13.6736	-13.828	-13.588	-12.315	-11.7759	-13.212	-14.1067	-11.973	-13.371	-13.1269	-13.3775	-14.3901	-16.517	-13.0638	-13.1408	-13.6668	-13.5241	-13.1107	-13.3361	-16.3226	-13.8448	-11.4371	-14.4289	-13.5285	-12.3768	-14.6405	-13.2862	-11.5332	-12.8888	-14.532	-13.0819	-13.3178	-11.9436	-13.8261	-12.5713
L__NOUN_VERB_VERB	4	7	sing	eats	correct	generated	My movement with examining the company therefore	0	False	232	6	7	My movement with examining the company therefore affects , could it be assassinated that surprisingly everyone caused the vegetable would or could impress at any weapon , since we seriously headed Los and Saudis and if they communicated they might have proposed a pure corn ?? <eos>	-11.8723	-14.2399	-13.4773	-13.4365	-11.7536	-13.3597	-12.8192	-12.9948	-12.1406	-12.1736	-12.9873	-12.9383	-11.8341	-12.6325	-13.0106	-12.4655	-11.3936	-12.1208	-12.8238	-12.3667	-12.4051	-12.8927	-12.3049	-13.2006	-10.8854	-12.1507	-10.8074	-11.6873	-13.9341	-11.3674	-11.7474	-11.233	-12.5158	-12.504	-13.4253	-13.4383	-13.3023	-11.2903	-12.8307	-11.9719	-12.5126	-12.3994	-13.6675	-12.9049	-12.8292	-12.9094	-14.2815	-13.2277	-12.3782	-13.3037	-12.7186	-12.4581	-10.8108	-14.2367	-14.4348	-11.8596	-12.8547	-13.4244	-12.3987	-12.7183	-12.5046	-12.8716	-13.8333	-11.5502	-12.5335	-14.0252	-12.7738	-11.7315	-12.8664	-13.2083	-11.8539	-12.1589	-12.3518	-14.9202	-12.4199	-12.3429	-12.2412	-13.3513	-12.1423
L__NOUN_VERB_VERB	4	7	sing	eat	wrong	generated	My movement with examining the company therefore	0	False	1652	6	7	My movement with examining the company therefore affects , could it be assassinated that surprisingly everyone caused the vegetable would or could impress at any weapon , since we seriously headed Los and Saudis and if they communicated they might have proposed a pure corn ?? <eos>	-14.2067	-16.0626	-13.5515	-16.0525	-15.2067	-14.7359	-15.0467	-15.1439	-13.0791	-14.4594	-15.4192	-13.6925	-13.4608	-14.9871	-14.643	-14.2094	-14.3736	-14.1567	-14.2774	-13.1902	-14.2156	-14.0642	-14.9967	-15.1999	-13.6695	-15.0037	-13.2244	-14.3385	-14.8243	-12.9191	-13.6993	-13.5369	-12.7537	-14.6829	-14.7659	-15.7559	-14.5493	-14.842	-14.8101	-13.5726	-15.427	-13.6354	-14.3776	-17.0451	-13.8431	-13.4462	-13.7871	-15.8498	-13.4507	-15.995	-13.8403	-14.0795	-11.8925	-14.9395	-15.6133	-15.3525	-15.6437	-16.2152	-13.4713	-14.0886	-14.6169	-13.5368	-15.5011	-13.4028	-15.3608	-15.2179	-15.1564	-12.5868	-14.3265	-13.8721	-15.5496	-13.1515	-14.2779	-14.7735	-14.5705	-14.4498	-15.2982	-14.1231	-14.6377
R__VERB_NOUN_CCONJ_VERB	3	8	plur	represent	correct	generated	Please respond me trigger if you provide any helicopters or	0	False	4307	4	10	Please respond me trigger if you provide any helicopters or tell anything equivalent . <eos>	-14.9241	-11.9169	-12.7817	-9.59963	-10.261	-10.9258	-12.6139	-11.9676	-10.9889	-11.7842	-10.5976	-11.8744	-9.86057	-11.2167	-12.7657	-11.1487	-12.0738	-10.6779	-13.567	-11.6907	-12.6225	-12.4167	-10.0749	-11.7095	-11.4012	-10.7572	-10.8557	-12.5056	-12.1845	-9.96115	-10.9516	-13.7487	-11.3554	-11.8355	-11.7095	-12.351	-11.907	-12.6074	-12.2641	-10.8841	-10.3794	-11.8797	-10.6833	-10.7518	-13.0944	-13.0875	-11.3649	-11.9984	-10.7783	-14.0064	-11.2239	-10.6478	-13.0947	-11.7562	-12.9529	-11.5741	-10.0184	-10.7914	-10.086	-11.0089	-14.8651	-11.5985	-13.0849	-12.1378	-11.6835	-12.0986	-10.8259	-10.539	-12.7482	-11.9183	-12.1024	-13.8482	-11.6036	-12.17	-13.885	-11.981	-9.7175	-10.8481	-11.1445
R__VERB_NOUN_CCONJ_VERB	3	8	plur	represents	wrong	generated	Please respond me trigger if you provide any helicopters or	0	False	2926	4	10	Please respond me trigger if you provide any helicopters or tell anything equivalent . <eos>	-13.9826	-15.612	-15.088	-12.4218	-13.159	-13.9573	-15.666	-13.357	-11.5093	-12.403	-11.9458	-14.7279	-12.2305	-14.4532	-14.7529	-12.8902	-14.1135	-11.7477	-13.7488	-14.0722	-15.2329	-14.7834	-13.446	-15.6193	-13.9853	-13.3396	-12.7039	-14.0588	-14.2544	-12.2607	-11.708	-14.2164	-13.1896	-12.6859	-13.9814	-13.5395	-13.7511	-13.1583	-12.7696	-12.9746	-11.9976	-14.7908	-13.6217	-12.4639	-14.243	-15.3922	-14.2239	-13.883	-12.857	-14.5004	-14.222	-13.5542	-15.8883	-13.8629	-13.0293	-13.9408	-13.7435	-13.5355	-13.2856	-14.5741	-16.3307	-14.8091	-14.7984	-14.6009	-13.9705	-13.6026	-14.0791	-13.1297	-15.303	-13.1521	-14.9292	-14.2931	-13.5217	-14.1116	-14.6187	-12.8912	-12.333	-12.9159	-13.2726
L__NOUN_VERB_VERB	9	6	plur	get	correct	generated	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him	1	True	12430	4	19	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him come to examine the earthquakes who eat him . <eos>	-6.22577	-8.32858	-7.47426	-7.95258	-6.32724	-7.56569	-6.61151	-7.49175	-5.70069	-6.83602	-7.37713	-6.0894	-7.10277	-7.26161	-6.96109	-7.75975	-7.80859	-5.68217	-7.83521	-6.66237	-7.39445	-7.11839	-7.15158	-6.27706	-5.5056	-7.36117	-8.73434	-9.06097	-5.85733	-5.41094	-7.33642	-5.74038	-8.32005	-7.09614	-8.28857	-6.41996	-8.13	-7.97715	-5.86749	-7.34019	-7.89009	-6.84106	-7.91314	-6.43581	-6.4129	-6.73839	-5.71028	-5.16914	-7.37817	-8.69718	-6.93147	-8.07872	-6.29209	-6.28471	-8.19636	-6.29476	-7.81669	-7.18894	-6.91191	-6.42329	-5.76677	-5.9668	-6.62782	-6.24589	-6.67288	-8.07841	-5.10688	-8.35735	-6.82126	-6.54606	-6.78524	-8.77076	-8.46589	-7.76049	-6.46209	-8.74304	-6.44205	-6.58139	-7.17828
L__NOUN_VERB_VERB	9	6	plur	gets	wrong	generated	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him	1	True	2627	4	19	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him come to examine the earthquakes who eat him . <eos>	-9.42557	-8.78732	-10.185	-11.0842	-8.35593	-12.3182	-9.65325	-10.7012	-9.58137	-10.295	-9.93393	-9.8788	-8.06074	-10.198	-9.96105	-10.2066	-9.73459	-8.33926	-9.85234	-9.77036	-8.85943	-9.50465	-9.4198	-8.85651	-9.87976	-10.0864	-9.50538	-10.7076	-9.81549	-9.26597	-8.5864	-10.2662	-9.87819	-10.5042	-11.3919	-9.72774	-10.2397	-10.9264	-9.35505	-9.09088	-10.5377	-9.7343	-10.613	-10.7623	-9.54094	-10.9853	-8.30808	-9.43673	-10.0033	-10.2085	-9.82306	-11.0535	-8.82424	-9.1648	-9.33237	-7.49377	-8.95721	-9.03706	-11.3163	-8.31008	-8.42934	-9.36034	-9.86726	-10.2199	-10.761	-9.48625	-9.70689	-9.71268	-9.16137	-8.70542	-9.97867	-12.3764	-10.7208	-9.48586	-9.57175	-10.5475	-9.38965	-10.1802	-9.10346
L__NOUN_VERB_VERB	1	9	sing	smells	correct	generated	An upscale element increased in billion	0	False	85	4	6	"An upscale element increased in billion blames there expect fifteen "" boots "" in the Al Indians , but able sports are smoothly cheaper than this . <eos>"	-16.6823	-17.9514	-20.1036	-16.1987	-13.9754	-16.1736	-15.8513	-18.1276	-16.185	-17.4835	-14.9064	-16.2088	-14.9724	-15.6165	-16.7234	-15.4794	-16.936	-15.9915	-14.2072	-17.1234	-16.6071	-17.8388	-14.9809	-17.6009	-15.2821	-18.2567	-16.1818	-16.4276	-17.3295	-15.6235	-15.0839	-15.4383	-18.107	-16.7611	-18.0357	-17.0738	-16.7463	-17.3007	-15.4181	-15.9584	-13.2364	-18.3895	-14.2988	-16.1996	-16.0408	-17.1356	-15.0543	-16.0269	-16.454	-16.4912	-19.01	-14.6107	-13.5159	-14.9715	-17.8241	-15.893	-17.4245	-16.6905	-16.8552	-15.5162	-17.0363	-18.9998	-15.0814	-15.5242	-16.7056	-15.3038	-16.7615	-18.2203	-16.8418	-17.7671	-16.5535	-15.6227	-17.4396	-18.5332	-15.0615	-18.9556	-15.5899	-17.9645	-16.0593
L__NOUN_VERB_VERB	1	9	sing	smell	wrong	generated	An upscale element increased in billion	0	False	493	4	6	"An upscale element increased in billion blames there expect fifteen "" boots "" in the Al Indians , but able sports are smoothly cheaper than this . <eos>"	-19.5602	-18.2326	-20.4749	-18.257	-20.1318	-18.2217	-14.9237	-17.4185	-18.2256	-17.7183	-18.7385	-17.8585	-20.4352	-15.36	-17.2687	-18.3292	-18.7968	-17.4421	-15.953	-18.9954	-17.3522	-18.2246	-16.9819	-17.6035	-18.7446	-21.1298	-18.6623	-20.0103	-21.3097	-18.1064	-18.867	-19.0817	-20.5799	-19.6588	-19.4088	-20.4477	-17.7569	-21.0251	-17.4556	-18.2884	-16.4965	-19.1915	-18.4549	-19.6172	-17.3082	-21.8554	-18.0578	-16.9512	-16.7275	-16.8708	-21.138	-16.6896	-14.5357	-17.7433	-22.072	-17.9867	-18.4696	-17.2486	-18.9138	-16.4648	-19.6204	-21.1716	-13.7257	-18.7564	-17.2941	-17.1169	-20.3343	-18.7893	-18.7203	-19.8486	-18.0999	-18.3233	-19.7203	-20.556	-16.7889	-20.8127	-18.1243	-20.4824	-17.9624
L__NOUN_VERB_VERB	21	4	sing	operates	correct	generated	The enthusiastic bright soup that he supports	1	False	3023	4	7	The enthusiastic bright soup that he supports owes that he partly sucks his minds and properly receives tricky with his small bedding . <eos>	-12.3822	-9.9911	-12.8632	-11.2558	-10.9817	-12.6034	-11.038	-11.2406	-10.7619	-10.906	-11.3651	-11.4969	-11.3721	-11.8852	-11.9049	-12.7128	-11.2732	-10.8285	-11.6713	-9.54064	-9.82568	-11.4455	-9.84695	-10.7198	-11.9811	-11.386	-11.6547	-10.4362	-12.0938	-12.2945	-9.13335	-10.5258	-10.035	-12.3478	-11.1472	-11.1032	-11.6389	-11.8933	-9.13903	-10.6543	-10.4552	-10.8541	-12.8168	-10.1187	-11.8107	-11.2228	-11.9349	-11.1862	-10.7315	-10.9495	-10.5443	-12.0887	-13.3326	-10.7606	-11.4391	-12.7226	-10.3508	-11.5066	-11.3457	-11.2495	-11.1797	-11.5824	-11.3261	-10.2403	-11.9582	-11.2319	-10.5729	-10.5519	-13.4064	-13.3643	-10.0539	-12.2891	-12.4012	-10.1756	-10.7652	-12.0818	-11.1274	-12.3742	-11.5516
L__NOUN_VERB_VERB	21	4	sing	operate	wrong	generated	The enthusiastic bright soup that he supports	1	False	3809	4	7	The enthusiastic bright soup that he supports owes that he partly sucks his minds and properly receives tricky with his small bedding . <eos>	-12.0348	-12.9678	-12.9589	-15.1182	-11.9248	-13.5025	-12.5353	-13.4355	-11.8083	-12.0524	-13.1993	-11.9629	-13.9681	-13.0454	-13.9254	-13.9809	-11.5025	-13.4602	-14.4128	-11.2	-12.0013	-15.1761	-12.4749	-11.7782	-12.9113	-13.6941	-13.7828	-12.4308	-13.3925	-13.3397	-11.5209	-12.8976	-10.7586	-13.2267	-11.9802	-12.2795	-13.8309	-14.1688	-13.0506	-13.1715	-11.4325	-12.1279	-12.7041	-11.8432	-13.3434	-13.281	-13.5352	-13.0795	-12.1665	-12.2087	-13.8568	-13.8851	-14.94	-11.6365	-13.2813	-12.9187	-11.5011	-14.0785	-13.427	-12.8715	-14.1546	-11.7963	-12.4001	-12.3812	-14.5759	-12.9297	-11.6311	-11.6179	-13.5196	-13.6391	-12.9435	-13.551	-14.3083	-12.7922	-11.3068	-12.6896	-13.8618	-13.462	-13.7975
L__NOUN_VERB_VERB	20	4	sing	observes	correct	generated	The agreeable membership I paid underneath from them in the first steak	0	False	323	10	12	The agreeable membership I paid underneath from them in the first steak involves because my permanent racism who ordered with them was reviewing out on his easy . <eos>	-14.8815	-15.6179	-12.5515	-13.6379	-13.2353	-14.4796	-15.2515	-14.5756	-13.1063	-14.8753	-13.6241	-11.9546	-14.9537	-12.745	-13.37	-14.3376	-15.2842	-11.4887	-13.7702	-15.2184	-12.8416	-15.5007	-13.6414	-13.4227	-14.4586	-14.8523	-13.3796	-14.9477	-13.9788	-13.4437	-12.2608	-13.8543	-13.2898	-13.6473	-16.7009	-14.6854	-13.822	-14.701	-13.8313	-13.7014	-10.6032	-14.0888	-17.2846	-15.8272	-14.3076	-13.9735	-17.0307	-13.6569	-13.5243	-14.7961	-15.7619	-13.6715	-15.2592	-11.3931	-16.3277	-17.2907	-16.5751	-12.6643	-11.8982	-13.989	-13.8879	-15.6554	-14.702	-15.4035	-14.9974	-14.011	-14.322	-11.8153	-13.2247	-15.212	-17.8347	-15.7601	-14.8203	-14.1948	-13.4481	-12.5412	-12.4482	-14.7953	-13.6204
