pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0
L__NOUN_VERB_VERB	0	4	sing	observes	correct	generated	The rebel to hire in sensitivity	0	False	323	5	6	The rebel to hire in sensitivity includes that Many Afraid strategies and Seas and respective Retired birds are basic to pour badly partly brave to the Ukraine in Israel than al - Berlin utensils , and it would be neat to fill one 's affairs off the gentle convenience . <eos>	-14.9249	-19.2211	-15.9218	-14.5158	-14.8833	-14.8334	-14.268	-15.3808	-15.203	-14.7441	-14.8779	-15.8149	-14.6717	-16.5568	-14.5341	-15.3351	-14.6192	-15.3183	-14.6448	-14.715	-14.5686	-13.6822	-18.1772	-14.7858
L__NOUN_VERB_VERB	0	4	sing	observe	wrong	generated	The rebel to hire in sensitivity	0	False	946	5	6	The rebel to hire in sensitivity includes that Many Afraid strategies and Seas and respective Retired birds are basic to pour badly partly brave to the Ukraine in Israel than al - Berlin utensils , and it would be neat to fill one 's affairs off the gentle convenience . <eos>	-14.5253	-16.4066	-16.1731	-14.9618	-16.668	-13.944	-14.1368	-13.9542	-13.0103	-13.4365	-15.4421	-13.757	-15.1944	-14.5498	-15.121	-16.0628	-15.4678	-15.5589	-14.101	-12.6338	-14.9144	-13.6348	-12.5224	-15.4988
R__VERB_NOUN_CCONJ_VERB	14	8	sing	produces	correct	generated	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and	0	False	2089	5	21	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and melts into the trader scale . <eos>	-8.26233	-12.6116	-8.63987	-9.34614	-8.50981	-9.87123	-11.2057	-8.21673	-10.5543	-10.7652	-9.21582	-10.1457	-8.90601	-11.1384	-8.20084	-10.6463	-9.18469	-9.07008	-8.79864	-9.80555	-9.14566	-8.39892	-9.92563	-11.0816
R__VERB_NOUN_CCONJ_VERB	14	8	sing	produce	wrong	generated	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and	0	False	7920	5	21	The first provision you suck why you agree on bunch includes that the disgrace cancer frankly brings out the chili and melts into the trader scale . <eos>	-6.69447	-9.05991	-6.44345	-7.21095	-6.71219	-9.97174	-8.10954	-8.27151	-8.98615	-9.00257	-8.2537	-8.85765	-7.28951	-9.79308	-6.73968	-11.1844	-7.63878	-10.5591	-6.40995	-10.1953	-8.6746	-8.68003	-9.68344	-9.11292
R__VERB_NOUN_CCONJ_VERB	10	4	plur	realise	correct	generated	You allow the distance and	0	False	247	4	5	You allow the distance and tell climber preference into the majority . <eos>	-11.1195	-10.7477	-10.9044	-11.8571	-11.781	-10.7307	-11.0634	-9.98157	-11.5137	-12.381	-10.6307	-10.7966	-11.59	-11.5815	-10.9768	-11.7277	-10.9738	-10.7922	-11.2448	-11.7946	-10.0432	-10.4131	-15.6974	-12.3556
R__VERB_NOUN_CCONJ_VERB	10	4	plur	realises	wrong	generated	You allow the distance and	0	False	203	4	5	You allow the distance and tell climber preference into the majority . <eos>	-13.1569	-12.0134	-12.7287	-12.6297	-13.3893	-12.1631	-12.0569	-12.0626	-10.5884	-12.1704	-13.3367	-11.0254	-12.29	-10.9826	-12.7095	-12.6895	-11.3653	-12.2459	-11.1168	-10.6863	-11.6655	-11.7673	-16.2809	-12.9214
L__NOUN_VERB_VERB	4	9	sing	allows	correct	generated	My dentist with arriving the hatred solely	0	False	5948	6	7	My dentist with arriving the hatred solely intends , could it be arrested that regularly everyone heard the hole would or could arrive at any jaw , since we firmly needed BBC and Pigs and if they remembered they might have purchased a critical software ?? <eos>	-5.87675	-9.55046	-7.44039	-7.78492	-8.57791	-8.82574	-7.79722	-7.98987	-10.4307	-9.08073	-7.31761	-10.3986	-6.76972	-9.10556	-7.47782	-8.38971	-6.34457	-8.27169	-8.67219	-9.2134	-7.23511	-7.87668	-9.44009	-11.8126
L__NOUN_VERB_VERB	4	9	sing	allow	wrong	generated	My dentist with arriving the hatred solely	0	False	8990	6	7	My dentist with arriving the hatred solely intends , could it be arrested that regularly everyone heard the hole would or could arrive at any jaw , since we firmly needed BBC and Pigs and if they remembered they might have purchased a critical software ?? <eos>	-9.13623	-9.9508	-11.5546	-10.9611	-11.3082	-12.5313	-8.99784	-10.3081	-13.3481	-10.2803	-9.80963	-9.83693	-11.0297	-13.4204	-10.1065	-11.3403	-10.7118	-12.5997	-12.0952	-11.0992	-11.0993	-10.8645	-10.78	-11.6955
R__VERB_NOUN_CCONJ_VERB	13	0	plur	use	correct	original	They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and	0	True	47118	7	26	They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and use separate utensils to cook . <eos>	-6.47498	-6.73834	-6.8878	-5.16194	-6.83851	-6.70105	-6.71465	-6.82804	-7.86212	-8.54415	-5.79204	-7.22581	-4.97401	-6.15395	-5.9379	-7.57993	-7.26537	-7.55317	-6.19499	-7.89971	-6.60282	-6.76064	-7.41044	-7.41506
R__VERB_NOUN_CCONJ_VERB	13	0	plur	uses	wrong	original	They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and	0	True	7477	7	26	They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and use separate utensils to cook . <eos>	-7.71012	-8.44736	-8.90621	-6.43127	-8.479	-8.29685	-8.13478	-7.8794	-7.39739	-8.13419	-8.10127	-9.627	-8.72406	-9.04217	-7.47374	-7.3456	-8.35763	-8.35795	-9.04437	-8.20103	-8.8758	-9.5146	-8.09378	-9.04978
L__NOUN_VERB_VERB	14	4	sing	happens	correct	generated	A Dorsey dad arrayed in Capricorn billion	0	False	1176	5	7	"A Dorsey dad arrayed in Capricorn billion suggests , "" Due to its trial astride the Walker Lanka , Orleans has strictly been a bus to the Type . <eos>"	-13.627	-16.2201	-12.7812	-14.2232	-12.9376	-12.5782	-14.2331	-13.1151	-13.5196	-13.4512	-15.7105	-15.9174	-13.9146	-10.3473	-12.4906	-18.802	-14.0709	-13.552	-12.1736	-16.5067	-14.143	-12.3075	-12.7466	-17.0907
L__NOUN_VERB_VERB	14	4	sing	happen	wrong	generated	A Dorsey dad arrayed in Capricorn billion	0	False	1554	5	7	"A Dorsey dad arrayed in Capricorn billion suggests , "" Due to its trial astride the Walker Lanka , Orleans has strictly been a bus to the Type . <eos>"	-15.92	-20.0552	-16.3588	-18.3641	-11.2846	-13.6695	-17.1508	-16.5328	-17.6126	-15.7135	-17.1786	-17.204	-15.8084	-15.2712	-13.5548	-18.8907	-17.7973	-15.1392	-12.8174	-16.0032	-16.399	-15.7846	-14.3494	-14.0543
L__NOUN_VERB_VERB	16	2	sing	insists	correct	generated	The strongest cake you can spell in Archibald	0	False	447	6	8	The strongest cake you can spell in Archibald identifies to raid to a wording . <eos>	-11.7313	-11.1646	-10.5988	-9.96143	-11.1962	-10.0477	-14.2355	-11.1303	-13.2931	-13.507	-10.2031	-11.2923	-12.2875	-12.0104	-11.3127	-12.2727	-11.1448	-10.4591	-10.4988	-10.8047	-11.0811	-11.6063	-16.4643	-10.6751
L__NOUN_VERB_VERB	16	2	sing	insist	wrong	generated	The strongest cake you can spell in Archibald	0	False	262	6	8	The strongest cake you can spell in Archibald identifies to raid to a wording . <eos>	-14.7521	-13.6103	-13.4055	-14.4107	-12.0214	-14.1457	-16.6838	-13.511	-14.9023	-15.8038	-12.853	-15.4431	-14.7762	-16.5651	-14.5618	-12.7791	-14.9422	-15.1427	-13.8714	-12.3152	-14.0389	-13.8957	-17.773	-13.0806
L__NOUN_VERB_VERB	6	4	plur	intend	correct	generated	I begin the waters on which I should continue your toy	1	False	327	8	11	I begin the waters on which I should continue your toy enjoy : ( a ) Do you disrupt a same sect about the lot to fortunate description capsules served by Ivan Arabic ? <eos>	-11.1897	-12.483	-12.2692	-12.6336	-12.8111	-13.5197	-12.2115	-12.5	-12.4824	-13.7476	-12.7321	-10.745	-11.2486	-12.2063	-14.463	-13.8775	-12.812	-13.4758	-13.7505	-12.7783	-12.7868	-12.9297	-17.1585	-10.253
L__NOUN_VERB_VERB	6	4	plur	intends	wrong	generated	I begin the waters on which I should continue your toy	1	False	341	8	11	I begin the waters on which I should continue your toy enjoy : ( a ) Do you disrupt a same sect about the lot to fortunate description capsules served by Ivan Arabic ? <eos>	-12.7064	-12.5027	-13.6282	-14.1504	-12.9452	-14.6148	-11.8163	-14.0959	-12.4327	-14.3995	-12.9002	-11.1635	-14.4356	-13.5753	-13.3899	-13.2366	-15.0522	-13.3833	-13.6576	-13.6339	-13.5064	-13.7639	-14.5517	-12.1967
R__VERB_NOUN_CCONJ_VERB	15	2	sing	pays	correct	generated	If you see a lot who will vary to you and compete he will arrange and then carry his today , and not thank what he is preparing about whenever he holds leaders at efficient secretaries and	0	True	479	6	37	If you see a lot who will vary to you and compete he will arrange and then carry his today , and not thank what he is preparing about whenever he holds leaders at efficient secretaries and comes they include what you choose , whenever they will not communicate for you , prepare to this landlord ... he is the information for you . <eos>	-10.3963	-11.8812	-11.7497	-9.9845	-10.2878	-9.91276	-10.6054	-10.0488	-10.2266	-9.57532	-9.19815	-11.4548	-11.2354	-10.4686	-8.79586	-10.2692	-8.28723	-9.88974	-11.1946	-11.1745	-7.26844	-8.56642	-14.8497	-10.6244
R__VERB_NOUN_CCONJ_VERB	15	2	sing	pay	wrong	generated	If you see a lot who will vary to you and compete he will arrange and then carry his today , and not thank what he is preparing about whenever he holds leaders at efficient secretaries and	0	True	5913	6	37	If you see a lot who will vary to you and compete he will arrange and then carry his today , and not thank what he is preparing about whenever he holds leaders at efficient secretaries and comes they include what you choose , whenever they will not communicate for you , prepare to this landlord ... he is the information for you . <eos>	-7.43835	-7.76967	-8.2713	-6.15345	-7.68923	-6.68891	-7.83477	-6.37061	-6.75535	-7.06578	-5.3442	-7.67198	-9.19867	-6.49873	-6.69632	-6.76088	-5.3395	-6.47017	-6.34264	-7.64483	-5.22442	-5.71833	-10.6696	-7.61215
L__NOUN_VERB_VERB	18	6	sing	applies	correct	generated	The immediate strong parent I have lived	0	False	1246	4	7	The immediate strong parent I have lived adds that in the cafe of Alito eighteen teeth of the health is abundantly monitored in the warlord the consumer before the medal , this showroom grabbed after the cute reconciliation . <eos>	-18.9342	-18.1467	-16.8439	-16.4879	-16.1513	-17.3419	-18.42	-17.532	-19.2502	-17.5484	-16.7786	-16.572	-18.4801	-17.4091	-18.2808	-16.7431	-20.0371	-18.1204	-18.7431	-15.4723	-17.8591	-17.9651	-13.5778	-16.2505
L__NOUN_VERB_VERB	18	6	sing	apply	wrong	generated	The immediate strong parent I have lived	0	False	2730	4	7	The immediate strong parent I have lived adds that in the cafe of Alito eighteen teeth of the health is abundantly monitored in the warlord the consumer before the medal , this showroom grabbed after the cute reconciliation . <eos>	-17.6348	-17.4765	-14.7136	-15.9287	-15.5686	-17.4624	-18.8367	-16.9008	-17.5023	-16.0548	-16.1327	-16.0705	-17.1159	-16.842	-16.7301	-17.5492	-18.7953	-17.1897	-17.571	-16.354	-16.7991	-15.4726	-12.5571	-15.3047
L__NOUN_VERB_VERB	21	9	sing	exists	correct	generated	The organised massive skin that he depends	1	False	2907	4	7	The organised massive skin that he depends objects that he thus sends his rights and nowadays tells lazy with his northeastern merchant . <eos>	-11.3318	-12.4968	-14.49	-13.0863	-13.5455	-14.5264	-12.4839	-14.9115	-10.8865	-13.0838	-14.9966	-10.5004	-13.5888	-10.8624	-12.1591	-11.249	-11.8766	-12.7282	-15.709	-11.8522	-13.8374	-13.1881	-10.3687	-8.25758
L__NOUN_VERB_VERB	21	9	sing	exist	wrong	generated	The organised massive skin that he depends	1	False	5079	4	7	The organised massive skin that he depends objects that he thus sends his rights and nowadays tells lazy with his northeastern merchant . <eos>	-10.1502	-15.2726	-16.6101	-14.3591	-15.2468	-15.1901	-15.0194	-16.8233	-11.9736	-15.1972	-15.9569	-12.2991	-12.6274	-15.1848	-9.06771	-11.9181	-13.3035	-14.6946	-16.7765	-13.9801	-15.5885	-15.0962	-11.9288	-12.2598
R__VERB_NOUN_CCONJ_VERB	9	1	plur	receive	correct	generated	I propose this astounding rail and	0	False	5196	5	6	I propose this astounding rail and suck to pursue this naive office . <eos>	-9.24253	-9.30659	-9.21027	-10.1022	-9.74475	-10.6486	-10.0753	-11.4584	-9.38308	-10.0974	-9.59792	-8.75068	-10.15	-8.33912	-10.002	-9.34836	-10.4531	-9.13748	-8.40948	-9.33923	-9.50036	-9.00987	-9.4384	-8.66903
R__VERB_NOUN_CCONJ_VERB	9	1	plur	receives	wrong	generated	I propose this astounding rail and	0	False	1707	5	6	I propose this astounding rail and suck to pursue this naive office . <eos>	-9.27598	-11.0082	-8.42889	-10.3334	-9.53557	-10.4768	-11.404	-10.3611	-9.70906	-10.4641	-9.56826	-9.02367	-10.0634	-8.27837	-10.4719	-9.57104	-10.6628	-11.5996	-9.62089	-9.42042	-10.4287	-11.2778	-10.8268	-11.301
L__NOUN_VERB_VERB	14	9	sing	reacts	correct	generated	A NY coat approved in Del three	0	False	232	5	7	"A NY coat approved in Del three loves , "" Due to its drawer astride the Hamilton GMT , Argentina has wonderfully been a response to the Country . <eos>"	-15.8934	-14.6839	-17.0111	-16.7277	-16.0585	-15.6207	-15.3841	-15.618	-16.5973	-16.2416	-18.0609	-16.0156	-17.2926	-16.0537	-15.4705	-17.8934	-17.2605	-17.0133	-15.2223	-16.5867	-15.4627	-15.4841	-15.8178	-14.5881
L__NOUN_VERB_VERB	14	9	sing	react	wrong	generated	A NY coat approved in Del three	0	False	561	5	7	"A NY coat approved in Del three loves , "" Due to its drawer astride the Hamilton GMT , Argentina has wonderfully been a response to the Country . <eos>"	-15.8703	-15.5116	-17.3087	-16.4834	-15.99	-14.5906	-15.082	-14.7385	-14.3847	-16.149	-16.7429	-13.6346	-17.8204	-16.77	-15.7022	-17.8175	-16.9133	-17.5319	-14.0745	-15.3585	-16.1846	-17.2116	-14.9343	-14.7625
L__NOUN_VERB_VERB	5	5	sing	indicates	correct	generated	Otherwise , the inevitable explanation promised for exam	0	True	1984	4	8	Otherwise , the inevitable explanation promised for exam explains whether our Account ( the alchemical apartment and typically the incident they thank to warrant ) is or intends not an authentic lawyer under the title . <eos>	-9.72169	-8.83108	-8.97072	-8.5263	-7.89993	-8.5472	-9.47862	-8.02265	-10.1893	-9.87162	-9.24984	-11.0585	-9.86068	-10.047	-10.0269	-8.41845	-9.1075	-8.26117	-10.1534	-10.1	-8.5635	-9.18666	-10.1587	-10.8245
L__NOUN_VERB_VERB	5	5	sing	indicate	wrong	generated	Otherwise , the inevitable explanation promised for exam	0	True	2836	4	8	Otherwise , the inevitable explanation promised for exam explains whether our Account ( the alchemical apartment and typically the incident they thank to warrant ) is or intends not an authentic lawyer under the title . <eos>	-9.71574	-11.4425	-11.8056	-11.0311	-9.26654	-11.3626	-10.9519	-11.1444	-10.7802	-11.1611	-11.988	-11.5988	-11.0131	-13.2644	-12.8641	-10.3596	-11.1694	-12.129	-12.2253	-11.2771	-11.4015	-12.1263	-11.5871	-11.8405
L__NOUN_VERB_VERB	11	0	plur	include	correct	original	The important commercial species that probably would benefit from warming	2	False	24625	7	10	The important commercial species that probably would benefit from warming include cod , haddock , saithe , herring , blue whiting and several types of flatfish and crustaceans -- such as the Norway lobster . <eos>	-5.19714	-8.2288	-4.88155	-6.34676	-6.699	-5.26329	-3.86506	-2.60639	-6.01866	-6.54878	-6.23823	-8.90175	-4.20685	-5.43608	-8.58649	-6.03285	-5.09699	-4.96448	-5.52315	-9.74736	-3.82287	-3.94901	-7.5079	-9.78032
L__NOUN_VERB_VERB	11	0	plur	includes	wrong	original	The important commercial species that probably would benefit from warming	2	False	10564	7	10	The important commercial species that probably would benefit from warming include cod , haddock , saithe , herring , blue whiting and several types of flatfish and crustaceans -- such as the Norway lobster . <eos>	-9.78151	-13.1194	-10.3969	-8.67233	-10.0235	-10.1388	-8.6783	-9.45363	-9.71367	-9.61212	-8.19988	-12.4412	-10.5893	-10.4111	-9.77793	-11.1965	-8.8566	-10.2756	-9.01525	-13.2995	-9.53109	-8.66121	-7.80431	-14.3239
L__NOUN_VERB_VERB	5	0	sing	is	correct	original	Accordingly , the only issue left for arbitration	0	True	649202	4	8	Accordingly , the only issue left for arbitration is whether our IP ( the only one and therefore the one they have to choose ) is or is not an economic hardship under the contract . <eos>	-2.13737	-5.26702	-1.7324	-3.162	-2.40349	-3.38894	-3.60904	-3.99656	-4.41383	-4.31716	-4.98761	-3.46679	-2.95605	-2.98617	-3.3212	-4.69353	-4.92187	-4.94991	-3.63832	-3.59598	-3.94908	-4.38058	-4.91492	-4.62706
L__NOUN_VERB_VERB	5	0	sing	are	wrong	original	Accordingly , the only issue left for arbitration	0	True	261453	4	8	Accordingly , the only issue left for arbitration is whether our IP ( the only one and therefore the one they have to choose ) is or is not an economic hardship under the contract . <eos>	-5.79269	-6.30243	-4.91073	-6.35991	-5.22123	-7.10208	-6.49785	-7.36478	-7.46747	-6.76077	-7.6839	-5.86443	-6.65709	-6.79089	-7.80547	-7.87077	-7.46043	-7.48191	-6.84242	-7.47537	-6.43753	-7.34739	-6.21838	-6.69979
R__VERB_NOUN_CCONJ_VERB	1	0	plur	go	correct	original	I say we just keep the dough and	0	False	11429	4	8	I say we just keep the dough and go to Mexico . <eos>	-4.67783	-5.676	-4.5526	-4.64761	-4.10178	-4.2973	-3.3041	-4.92999	-4.98396	-3.78012	-4.64323	-6.1633	-4.54584	-3.1115	-3.9072	-4.93236	-4.76857	-4.908	-4.26284	-5.65419	-4.73883	-4.44787	-10.2019	-6.38918
R__VERB_NOUN_CCONJ_VERB	1	0	plur	goes	wrong	original	I say we just keep the dough and	0	False	4325	4	8	I say we just keep the dough and go to Mexico . <eos>	-5.91977	-7.0489	-7.34166	-6.21522	-6.14648	-6.03047	-7.1615	-6.07134	-7.41329	-6.81325	-6.26266	-6.35203	-5.72298	-7.08905	-7.07126	-6.45469	-5.94627	-6.74506	-6.79294	-5.79825	-5.95698	-6.70792	-8.92026	-8.36069
L__NOUN_VERB_VERB	18	1	sing	includes	correct	generated	The advanced crucial container I have chosen	0	False	10564	4	7	The advanced crucial container I have chosen enjoys that in the discretion of EI eighteen station of the rain is onshore banned in the blower the substance before the feeder , this compensation felt after the retarded doctor . <eos>	-9.30188	-12.0569	-12.3832	-9.21735	-9.99883	-8.84374	-12.5798	-10.5247	-11.4672	-10.8785	-10.2757	-12.483	-10.2891	-9.25712	-10.4724	-10.0405	-10.1061	-11.3592	-10.0515	-11.6542	-9.76309	-10.5591	-8.52622	-10.6533
L__NOUN_VERB_VERB	18	1	sing	include	wrong	generated	The advanced crucial container I have chosen	0	False	24625	4	7	The advanced crucial container I have chosen enjoys that in the discretion of EI eighteen station of the rain is onshore banned in the blower the substance before the feeder , this compensation felt after the retarded doctor . <eos>	-11.3341	-9.56297	-13.9355	-9.95347	-12.1108	-10.6836	-10.5666	-11.0433	-10.9596	-9.15807	-10.1269	-11.673	-8.17747	-11.5281	-8.93445	-12.303	-11.5774	-12.1362	-9.95698	-11.0631	-10.3927	-9.99495	-8.54057	-11.9716
L__NOUN_VERB_VERB	15	9	sing	insists	correct	generated	The angry cancer to melt for surgical	0	False	447	5	7	The angry cancer to melt for surgical explains to hop three , or your vehicle gown pork handful , and achieve . <eos>	-13.7079	-12.8907	-15.2718	-12.9485	-11.7235	-14.3893	-12.3852	-13.6724	-13.3698	-13.9326	-13.0306	-12.0833	-15.2552	-15.7218	-13.2999	-15.2266	-13.907	-14.8978	-15.7038	-11.604	-12.5287	-14.2239	-16.21	-12.295
L__NOUN_VERB_VERB	15	9	sing	insist	wrong	generated	The angry cancer to melt for surgical	0	False	262	5	7	The angry cancer to melt for surgical explains to hop three , or your vehicle gown pork handful , and achieve . <eos>	-15.0308	-14.3855	-16.2638	-15.5204	-15.0633	-14.6538	-16.0244	-15.5578	-15.9422	-17.3411	-15.557	-15.2226	-17.6291	-19.4895	-17.07	-16.5569	-15.6276	-16.1601	-18.805	-14.3735	-15.3695	-17.0156	-17.3922	-12.9049
L__NOUN_VERB_VERB	7	5	sing	chooses	correct	generated	Can you exist that the border we are seeking	0	False	584	4	9	Can you exist that the border we are seeking generates toward a valid and various gun ? <eos>	-16.0381	-16.0274	-15.7102	-14.1357	-14.2442	-13.6317	-14.797	-13.5942	-14.5532	-14.528	-13.4681	-14.3479	-15.6594	-15.6775	-14.7563	-14.2366	-13.9909	-12.7371	-14.3535	-12.8534	-12.6462	-13.5669	-13.7926	-13.4538
L__NOUN_VERB_VERB	7	5	sing	choose	wrong	generated	Can you exist that the border we are seeking	0	False	2761	4	9	Can you exist that the border we are seeking generates toward a valid and various gun ? <eos>	-12.5408	-14.283	-12.6489	-12.3888	-11.9201	-12.0551	-12.0462	-12.308	-13.6305	-12.6649	-12.8259	-13.0124	-12.6233	-13.2668	-12.6935	-12.2221	-11.11	-10.9369	-12.0527	-14.7991	-13.075	-12.0871	-9.96836	-13.055
L__NOUN_VERB_VERB	17	6	sing	admits	correct	generated	The capable treatment contractors recommend there	1	False	637	4	6	The capable treatment contractors recommend there enables ruin to the coordinator . <eos>	-14.0768	-13.3823	-15.258	-16.1632	-14.2488	-14.7721	-14.5421	-14.7039	-11.6001	-15.0399	-14.1579	-15.6277	-15.3276	-14.0149	-14.3885	-15.4125	-15.6636	-14.2225	-14.3612	-15.2909	-13.9447	-13.3375	-13.4784	-14.8187
L__NOUN_VERB_VERB	17	6	sing	admit	wrong	generated	The capable treatment contractors recommend there	1	False	722	4	6	The capable treatment contractors recommend there enables ruin to the coordinator . <eos>	-12.4228	-14.3774	-13.2993	-12.7668	-12.2737	-14.0208	-13.7308	-13.0489	-11.9363	-13.3983	-13.5325	-14.8121	-12.7274	-13.3492	-14.4624	-13.0771	-13.7942	-14.794	-12.5192	-15.7924	-13.7789	-14.0614	-14.9711	-14.8859
L__NOUN_VERB_VERB	5	4	sing	assumes	correct	generated	Unfortunately , the unexpected expertise signed for interest	0	True	647	4	8	Unfortunately , the unexpected expertise signed for interest intends whether our EPC ( the urban opportunity and thereby the influence they collaborate to warn ) is or enjoys not an eligible boyfriend under the discovery . <eos>	-13.6635	-14.5817	-14.0177	-14.9816	-13.3815	-14.5996	-16.6989	-14.1398	-17.4124	-15.0031	-16.6296	-14.8101	-12.6747	-15.4202	-14.4571	-14.4776	-14.4363	-14.3069	-14.0056	-13.0577	-14.1098	-14.5785	-14.2587	-14.4466
L__NOUN_VERB_VERB	5	4	sing	assume	wrong	generated	Unfortunately , the unexpected expertise signed for interest	0	True	1201	4	8	Unfortunately , the unexpected expertise signed for interest intends whether our EPC ( the urban opportunity and thereby the influence they collaborate to warn ) is or enjoys not an eligible boyfriend under the discovery . <eos>	-15.4819	-15.1943	-12.221	-15.8332	-15.1606	-14.8041	-15.7066	-13.6023	-17.4454	-16.287	-16.2816	-15.7083	-15.92	-16.3269	-13.3713	-15.7888	-15.2046	-15.6507	-15.4414	-15.1692	-13.8187	-14.7822	-14.3053	-15.8351
L__NOUN_VERB_VERB	11	7	plur	explain	correct	generated	The overcrowded strategic tourists that strictly would meet from meditation	2	False	2136	7	10	The overcrowded strategic tourists that strictly would meet from meditation understand misunderstanding , bladder , poisoning , jerk , pure target and lovely rebels of marketers and cleaners -- previous as the Doug snack . <eos>	-13.6938	-17.0058	-14.9421	-14.1699	-14.5649	-12.785	-14.2054	-13.3366	-13.4771	-14.4771	-13.6634	-16.5566	-13.019	-14.3411	-14.0667	-15.9903	-12.5265	-14.3118	-12.1634	-14.8941	-13.4972	-14.0487	-12.5104	-15.4818
L__NOUN_VERB_VERB	11	7	plur	explains	wrong	generated	The overcrowded strategic tourists that strictly would meet from meditation	2	False	1823	7	10	The overcrowded strategic tourists that strictly would meet from meditation understand misunderstanding , bladder , poisoning , jerk , pure target and lovely rebels of marketers and cleaners -- previous as the Doug snack . <eos>	-11.3906	-16.4206	-10.9371	-11.8598	-12.1746	-11.6534	-12.8718	-12.125	-13.1415	-12.6652	-12.8818	-17.4047	-10.8736	-11.632	-12.21	-12.8867	-11.4819	-12.8935	-12.7369	-14.3463	-11.7747	-13.4954	-9.42045	-13.5079
L__NOUN_VERB_VERB	11	2	plur	allow	correct	generated	The ancient dumb debtors that nowadays would receive from transition	2	False	8990	7	10	The ancient dumb debtors that nowadays would receive from transition add poverty , paradise , justice , gym , weak millet and familiar files of movies and currents -- fashioned as the Bart radar . <eos>	-11.7097	-15.1202	-10.9984	-9.54206	-10.5956	-8.83865	-11.9113	-9.34478	-11.9697	-14.7097	-10.3346	-14.2449	-12.0251	-9.13062	-12.5129	-15.4181	-10.1084	-10.0156	-11.7631	-14.7305	-10.407	-10.8873	-10.2175	-15.4578
L__NOUN_VERB_VERB	11	2	plur	allows	wrong	generated	The ancient dumb debtors that nowadays would receive from transition	2	False	5948	7	10	The ancient dumb debtors that nowadays would receive from transition add poverty , paradise , justice , gym , weak millet and familiar files of movies and currents -- fashioned as the Bart radar . <eos>	-9.09613	-13.1258	-9.28835	-9.53684	-11.9415	-9.40797	-10.366	-10.3363	-11.8508	-11.4346	-9.7964	-12.0839	-8.89823	-8.46399	-10.4537	-11.8563	-9.35653	-9.8028	-10.9918	-12.5995	-9.70198	-9.91623	-8.7552	-15.346
L__NOUN_VERB_VERB	10	7	sing	insists	correct	generated	The homemade counsel I listened this beard	0	False	447	5	7	The homemade counsel I listened this beard exists to execute anyone filling this if they throw of some letter I can vomit propose a heart to this Patience Cage . <eos>	-15.1102	-13.6239	-16.6268	-16.318	-13.6899	-16.8805	-13.1191	-16.87	-13.2313	-13.1745	-14.7984	-13.7372	-15.822	-14.8939	-12.6537	-11.762	-14.7569	-16.268	-15.5799	-13.3528	-15.7804	-14.9683	-16.794	-15.8006
L__NOUN_VERB_VERB	10	7	sing	insist	wrong	generated	The homemade counsel I listened this beard	0	False	262	5	7	The homemade counsel I listened this beard exists to execute anyone filling this if they throw of some letter I can vomit propose a heart to this Patience Cage . <eos>	-17.6074	-15.2575	-18.4023	-17.2448	-15.3915	-18.2837	-15.1612	-17.867	-14.4702	-16.4058	-16.119	-15.7059	-16.8896	-15.933	-13.3794	-14.3129	-17.3335	-17.3358	-15.9196	-15.0714	-18.3656	-17.0528	-17.7303	-14.7664
