pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
R__NOUN_NOUN_PUNCT_SCONJ_VERB	0	5	plur	נסגרות	correct	generated	זרועות ה סילון , ה	1	True	63	5	5	זרועות ה סילון , ה מרחיקות אותנו שוב ו שוב , אינן שולות אותו . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	0	5	plur	נסגרת	wrong	generated	זרועות ה סילון , ה	1	True	70	5	5	זרועות ה סילון , ה מרחיקות אותנו שוב ו שוב , אינן שולות אותו . <eos>
R__VERB_NOUN_CCONJ_VERB	11	9	plur	מתקדמים	correct	generated	ה דגלים נתפשים ב שלהי ה ממאירים ו	0	False	1796	6	8	ה דגלים נתפשים ב שלהי ה ממאירים ו הזוויגים את מאחורי ה יתרונות של שבוע ה מבואות ו עץ ה התנהלות . <eos>
R__VERB_NOUN_CCONJ_VERB	11	9	plur	מתקדם	wrong	generated	ה דגלים נתפשים ב שלהי ה ממאירים ו	0	False	2280	6	8	ה דגלים נתפשים ב שלהי ה ממאירים ו הזוויגים את מאחורי ה יתרונות של שבוע ה מבואות ו עץ ה התנהלות . <eos>
R__NOUN_NOUN_DET_ADJ	76	7	sing	מדינתי	correct	generated	קוו קאבלירס ש מתקרר ל עיר ה עבדות שוגג רצוף , ו נרפא את ה הזדהות מה לעלות , ב מרחב עצמי של מי ש האט ב <unk> אלף מבחן ב מכונאי , ו ה יראת כבר אינה טיב ה סמטת ה	0	True	223	4	42	קוו קאבלירס ש מתקרר ל עיר ה עבדות שוגג רצוף , ו נרפא את ה הזדהות מה לעלות , ב מרחב עצמי של מי ש האט ב 004 אלף מבחן ב מכונאי , ו ה יראת כבר אינה טיב ה סמטת ה לקוי שלו . <eos>
R__NOUN_NOUN_DET_ADJ	76	7	sing	מדינתיים	wrong	generated	קוו קאבלירס ש מתקרר ל עיר ה עבדות שוגג רצוף , ו נרפא את ה הזדהות מה לעלות , ב מרחב עצמי של מי ש האט ב <unk> אלף מבחן ב מכונאי , ו ה יראת כבר אינה טיב ה סמטת ה	0	True	94	4	42	קוו קאבלירס ש מתקרר ל עיר ה עבדות שוגג רצוף , ו נרפא את ה הזדהות מה לעלות , ב מרחב עצמי של מי ש האט ב 004 אלף מבחן ב מכונאי , ו ה יראת כבר אינה טיב ה סמטת ה לקוי שלו . <eos>
R__NOUN_NOUN_DET_ADJ	122	9	sing	אורבני	correct	generated	אייזיק סולק כי הוא מתפעל ש ה סויה תהיה על - מיסוד חיסול ה דיגיטציה ה	0	True	209	4	16	אייזיק סולק כי הוא מתפעל ש ה סויה תהיה על - מיסוד חיסול ה דיגיטציה ה בעייתי של ה אירוסין . <eos>
R__NOUN_NOUN_DET_ADJ	122	9	sing	אורבניים	wrong	generated	אייזיק סולק כי הוא מתפעל ש ה סויה תהיה על - מיסוד חיסול ה דיגיטציה ה	0	True	67	4	16	אייזיק סולק כי הוא מתפעל ש ה סויה תהיה על - מיסוד חיסול ה דיגיטציה ה בעייתי של ה אירוסין . <eos>
R__NOUN_NOUN_DET_ADJ	139	0	sing	עליון	correct	original	המלצה ל פיטורי שר או נושא משרה פוליטית , מצד בית ה משפט ה	0	True	11768	4	14	המלצה ל פיטורי שר או נושא משרה פוליטית , מצד בית ה משפט ה עליון או מצד ועדת חקירה נופלת תמיד על אוזניים ערלות ; אבל כש אפשר להטיל את ה אשמה על קצין צבא או משטרה , מוטל גורלם של אלה על כף ה מאזניים . <eos>
R__NOUN_NOUN_DET_ADJ	139	0	sing	עליונים	wrong	original	המלצה ל פיטורי שר או נושא משרה פוליטית , מצד בית ה משפט ה	0	True	649	4	14	המלצה ל פיטורי שר או נושא משרה פוליטית , מצד בית ה משפט ה עליון או מצד ועדת חקירה נופלת תמיד על אוזניים ערלות ; אבל כש אפשר להטיל את ה אשמה על קצין צבא או משטרה , מוטל גורלם של אלה על כף ה מאזניים . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	28	6	sing	מרוחק	correct	generated	זה היה קליע הן ל היותו שיעור מזונות , ו הן ל דעתם יוצאת ה סכין לעבוד את ה עיצומים ה לא - יצרניים ב עיתוי ה לא -	0	True	977	4	29	זה היה קליע הן ל היותו שיעור מזונות , ו הן ל דעתם יוצאת ה סכין לעבוד את ה עיצומים ה לא - יצרניים ב עיתוי ה לא - גבוה ו ב שגריר ה לא - מוכלל . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	28	6	sing	מרוחקים	wrong	generated	זה היה קליע הן ל היותו שיעור מזונות , ו הן ל דעתם יוצאת ה סכין לעבוד את ה עיצומים ה לא - יצרניים ב עיתוי ה לא -	0	True	619	4	29	זה היה קליע הן ל היותו שיעור מזונות , ו הן ל דעתם יוצאת ה סכין לעבוד את ה עיצומים ה לא - יצרניים ב עיתוי ה לא - גבוה ו ב שגריר ה לא - מוכלל . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	15	2	sing	ירוד	correct	generated	ה רוגע ה בין -	0	True	290	4	5	ה רוגע ה בין - עיסקי נחלש ב מחולות ה ממשיים כמה הנחיות מסורתיות , ב החמרה להעריך ביסקסואלים על ברקים של זיסו ו על תיירי ה גוזרים לו . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	15	2	sing	ירודים	wrong	generated	ה רוגע ה בין -	0	True	156	4	5	ה רוגע ה בין - עיסקי נחלש ב מחולות ה ממשיים כמה הנחיות מסורתיות , ב החמרה להעריך ביסקסואלים על ברקים של זיסו ו על תיירי ה גוזרים לו . <eos>
R__NOUN_ADJ_DET_ADJ	42	0	sing	מהפכנית	correct	original	"את ה מודעות פרסמה "" ה יחידה ה לאומית ה"	0	True	750	4	10	"את ה מודעות פרסמה "" ה יחידה ה לאומית ה מהפכנית של גואטמאלה "" ארגון גג ה מייצג את קבוצות ה גרילה ב מדינה . <eos>"
R__NOUN_ADJ_DET_ADJ	42	0	sing	מהפכניות	wrong	original	"את ה מודעות פרסמה "" ה יחידה ה לאומית ה"	0	True	194	4	10	"את ה מודעות פרסמה "" ה יחידה ה לאומית ה מהפכנית של גואטמאלה "" ארגון גג ה מייצג את קבוצות ה גרילה ב מדינה . <eos>"
R__NOUN_ADJ_PUNCT_SCONJ_VERB	13	7	sing	מושלמת	correct	generated	ב אקט ה פיגוע הכניס קלאון , כי קיצון ל יכולתם הוא כיכר שנויה ו מתקררת , ה	0	True	737	6	18	ב אקט ה פיגוע הכניס קלאון , כי קיצון ל יכולתם הוא כיכר שנויה ו מתקררת , ה מכבה היאחזויות נפוליאוניות . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	13	7	sing	מושלמות	wrong	generated	ב אקט ה פיגוע הכניס קלאון , כי קיצון ל יכולתם הוא כיכר שנויה ו מתקררת , ה	0	True	92	6	18	ב אקט ה פיגוע הכניס קלאון , כי קיצון ל יכולתם הוא כיכר שנויה ו מתקררת , ה מכבה היאחזויות נפוליאוניות . <eos>
L__NOUN_NOUN_PROPN_VERB	0	6	sing	מאוכזב	correct	generated	יישום ה כרכי של ברוקנר	1	False	154	5	5	יישום ה כרכי של ברוקנר נרדם ב 5591 , עם קופת פרטוריה יריחו . <eos>
L__NOUN_NOUN_PROPN_VERB	0	6	sing	מאוכזבים	wrong	generated	יישום ה כרכי של ברוקנר	1	False	54	5	5	יישום ה כרכי של ברוקנר נרדם ב 5591 , עם קופת פרטוריה יריחו . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	20	8	plur	מצוינים	correct	generated	אבל לנגר בודפשט היה מלאכת - תעלולי ל כל ה הורמוני ל מיחזור רב - מדויק על ה חילזון , ה	3	True	464	11	21	אבל לנגר בודפשט היה מלאכת - תעלולי ל כל ה הורמוני ל מיחזור רב - מדויק על ה חילזון , ה מזיזים זה יוזמות ש יש לבלות את יציאתו של עיזים וכטה ל יציעים צבעוניים ב מפרצון ה שלישי . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	20	8	plur	מצוין	wrong	generated	אבל לנגר בודפשט היה מלאכת - תעלולי ל כל ה הורמוני ל מיחזור רב - מדויק על ה חילזון , ה	3	True	1614	11	21	אבל לנגר בודפשט היה מלאכת - תעלולי ל כל ה הורמוני ל מיחזור רב - מדויק על ה חילזון , ה מזיזים זה יוזמות ש יש לבלות את יציאתו של עיזים וכטה ל יציעים צבעוניים ב מפרצון ה שלישי . <eos>
R__NOUN_ADJ_DET_ADJ	53	3	sing	פטריוטי	correct	generated	אליפות ה רצפטורים חרגה להיות ה מזלג ה תחתון ה	0	False	132	4	10	"אליפות ה רצפטורים חרגה להיות ה מזלג ה תחתון ה תיירותי ל פרסום שורות הטלת גוטפריד ו צומצמה ל מו""ם מתוך תפקוד ל ניתוק הזמנת עם ה אודיטוריום . <eos>"
R__NOUN_ADJ_DET_ADJ	53	3	sing	פטריוטיים	wrong	generated	אליפות ה רצפטורים חרגה להיות ה מזלג ה תחתון ה	0	False	83	4	10	"אליפות ה רצפטורים חרגה להיות ה מזלג ה תחתון ה תיירותי ל פרסום שורות הטלת גוטפריד ו צומצמה ל מו""ם מתוך תפקוד ל ניתוק הזמנת עם ה אודיטוריום . <eos>"
R__NOUN_NOUN_DET_ADJ	30	8	sing	מפוזר	correct	generated	אם יש הומו לקוי מאחורי שינוי ה ספקים ב תמורה , רשותו אחת להאשים את מועד ה סתרים ה	1	True	246	4	19	אם יש הומו לקוי מאחורי שינוי ה ספקים ב תמורה , רשותו אחת להאשים את מועד ה סתרים ה טלפוני ו את ה פרוטוקול ה סמכותי . <eos>
R__NOUN_NOUN_DET_ADJ	30	8	sing	מפוזרים	wrong	generated	אם יש הומו לקוי מאחורי שינוי ה ספקים ב תמורה , רשותו אחת להאשים את מועד ה סתרים ה	1	True	461	4	19	אם יש הומו לקוי מאחורי שינוי ה ספקים ב תמורה , רשותו אחת להאשים את מועד ה סתרים ה טלפוני ו את ה פרוטוקול ה סמכותי . <eos>
R__NOUN_NOUN_DET_ADJ	33	9	sing	מובהקת	correct	generated	ב קואופרטיבים ה רוחביים הושג מספר ה סגני ל 08 עד 001 , ו לראשונה שברה עסקת ייטנר קופת ל מהפך מ כיסוי אלופת ה גלידת ה	0	True	513	4	27	ב קואופרטיבים ה רוחביים הושג מספר ה סגני ל 08 עד 001 , ו לראשונה שברה עסקת ייטנר קופת ל מהפך מ כיסוי אלופת ה גלידת ה מיטבית של בירגר . <eos>
R__NOUN_NOUN_DET_ADJ	33	9	sing	מובהקות	wrong	generated	ב קואופרטיבים ה רוחביים הושג מספר ה סגני ל 08 עד 001 , ו לראשונה שברה עסקת ייטנר קופת ל מהפך מ כיסוי אלופת ה גלידת ה	0	True	192	4	27	ב קואופרטיבים ה רוחביים הושג מספר ה סגני ל 08 עד 001 , ו לראשונה שברה עסקת ייטנר קופת ל מהפך מ כיסוי אלופת ה גלידת ה מיטבית של בירגר . <eos>
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	10	4	sing	חת	correct	generated	"יש גם ה מוטים כי ה משברים מ <unk> מתמזגים כל הימור ה מתהפך ב חזיר "" בטלר "" : הדום , היקף ,"	0	True	134	4	24	"יש גם ה מוטים כי ה משברים מ בריה""ם מתמזגים כל הימור ה מתהפך ב חזיר "" בטלר "" : הדום , היקף , מרדף "" . <eos>"
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	10	4	sing	חתים	wrong	generated	"יש גם ה מוטים כי ה משברים מ <unk> מתמזגים כל הימור ה מתהפך ב חזיר "" בטלר "" : הדום , היקף ,"	0	True	189	4	24	"יש גם ה מוטים כי ה משברים מ בריה""ם מתמזגים כל הימור ה מתהפך ב חזיר "" בטלר "" : הדום , היקף , מרדף "" . <eos>"
R__NOUN_DET_ADV_PUNCT_ADJ	29	8	sing	פגוע	correct	generated	זה היה וולס הן ל היותו המשך הבדלים , ו הן ל עלייתם יוצאת ה גיהנום לשנוא את ה משלטים ה לא - נקביים ב קירטון ה לא - לאומני ו ב הסדר ה לא -	0	True	291	4	36	זה היה וולס הן ל היותו המשך הבדלים , ו הן ל עלייתם יוצאת ה גיהנום לשנוא את ה משלטים ה לא - נקביים ב קירטון ה לא - לאומני ו ב הסדר ה לא - תמיסטוקלס . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	29	8	sing	פגועים	wrong	generated	זה היה וולס הן ל היותו המשך הבדלים , ו הן ל עלייתם יוצאת ה גיהנום לשנוא את ה משלטים ה לא - נקביים ב קירטון ה לא - לאומני ו ב הסדר ה לא -	0	True	137	4	36	זה היה וולס הן ל היותו המשך הבדלים , ו הן ל עלייתם יוצאת ה גיהנום לשנוא את ה משלטים ה לא - נקביים ב קירטון ה לא - לאומני ו ב הסדר ה לא - תמיסטוקלס . <eos>
R__NOUN_NOUN_DET_ADJ	15	5	plur	רווחיים	correct	generated	אחד ה פעלים השתפר שיא קצין יטרה , <unk> ב איומי ה חישוף ה	1	True	97	4	14	אחד ה פעלים השתפר שיא קצין יטרה , שלא ב איומי ה חישוף ה תקפים , כפי ש חלשו עובדיו של ה עיגון סראי לאחר אישיותם . <eos>
R__NOUN_NOUN_DET_ADJ	15	5	plur	רווחי	wrong	generated	אחד ה פעלים השתפר שיא קצין יטרה , <unk> ב איומי ה חישוף ה	1	True	541	4	14	אחד ה פעלים השתפר שיא קצין יטרה , שלא ב איומי ה חישוף ה תקפים , כפי ש חלשו עובדיו של ה עיגון סראי לאחר אישיותם . <eos>
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	0	1	sing	צומת	correct	generated	קח <unk> ש אקסטזי ביצתי הוא אחת ה תהומות הכי איכותיות ו יפות ב כל קיקיון , ממש כמו שפתם ל כתבי שנת התחלתיים כמו מולקולת , רגש פיזיקת ,	0	True	3519	5	30	קח תוכיח ש אקסטזי ביצתי הוא אחת ה תהומות הכי איכותיות ו יפות ב כל קיקיון , ממש כמו שפתם ל כתבי שנת התחלתיים כמו מולקולת , רגש פיזיקת , התלבטות ו כ אנאלי . <eos>
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	0	1	sing	צמתים	wrong	generated	קח <unk> ש אקסטזי ביצתי הוא אחת ה תהומות הכי איכותיות ו יפות ב כל קיקיון , ממש כמו שפתם ל כתבי שנת התחלתיים כמו מולקולת , רגש פיזיקת ,	0	True	691	5	30	קח תוכיח ש אקסטזי ביצתי הוא אחת ה תהומות הכי איכותיות ו יפות ב כל קיקיון , ממש כמו שפתם ל כתבי שנת התחלתיים כמו מולקולת , רגש פיזיקת , התלבטות ו כ אנאלי . <eos>
L__NOUN_VERB_VERB	6	5	sing	מקרר	correct	generated	על סדר ה דירקטוריון ה נענה ב עיניהם	1	False	233	5	8	"על סדר ה דירקטוריון ה נענה ב עיניהם נרתע כרטיס ה הוויה תאונת מדיומים ה משמידים ל מד""א כדי לפעול על קביעת ה מפשעה ו ה שלישייה לעבוד ניוון ש צלל על הצעות כביש ה התנתקות ה מתקפל את משטרת מד""א כ ניצחון פלשתים . <eos>"
L__NOUN_VERB_VERB	6	5	sing	מקררים	wrong	generated	על סדר ה דירקטוריון ה נענה ב עיניהם	1	False	132	5	8	"על סדר ה דירקטוריון ה נענה ב עיניהם נרתע כרטיס ה הוויה תאונת מדיומים ה משמידים ל מד""א כדי לפעול על קביעת ה מפשעה ו ה שלישייה לעבוד ניוון ש צלל על הצעות כביש ה התנתקות ה מתקפל את משטרת מד""א כ ניצחון פלשתים . <eos>"
L__NOUN_NOUN_PROPN_VERB	0	3	sing	מרשה	correct	generated	ארגון ה ועדי של אושיק	1	False	240	5	5	ארגון ה ועדי של אושיק ממעט ב 5591 , עם צומת קריסטינה יריחו . <eos>
L__NOUN_NOUN_PROPN_VERB	0	3	sing	מרשים	wrong	generated	ארגון ה ועדי של אושיק	1	False	904	5	5	ארגון ה ועדי של אושיק ממעט ב 5591 , עם צומת קריסטינה יריחו . <eos>
R__NOUN_NOUN_DET_ADJ	56	7	sing	זניח	correct	generated	אתמול היססו ל תעשיין ה מנזר מושכל ה	0	False	189	5	8	"אתמול היססו ל תעשיין ה מנזר מושכל ה אמיץ , בין ה הסופרן ל בית""ר , רק כ - 6,000 תהליכים ו גם הם התפרסמו מ הצגת ה משקוף ה בודדת , חוץ מ קשרי ה גרפיקאי ש היו ודאי נחותים מ ביטוח ה כתונת ה לגיטימי . <eos>"
R__NOUN_NOUN_DET_ADJ	56	7	sing	זניחים	wrong	generated	אתמול היססו ל תעשיין ה מנזר מושכל ה	0	False	68	5	8	"אתמול היססו ל תעשיין ה מנזר מושכל ה אמיץ , בין ה הסופרן ל בית""ר , רק כ - 6,000 תהליכים ו גם הם התפרסמו מ הצגת ה משקוף ה בודדת , חוץ מ קשרי ה גרפיקאי ש היו ודאי נחותים מ ביטוח ה כתונת ה לגיטימי . <eos>"
R__NOUN_NOUN_DET_ADJ	50	3	sing	תוסס	correct	generated	רגלו ה חושנית עם הופשטטר גירשה עם תסכולו כ גידול פריסת נמל הפצצת דנבר ה	0	False	112	4	15	רגלו ה חושנית עם הופשטטר גירשה עם תסכולו כ גידול פריסת נמל הפצצת דנבר ה מוזר , סנחריב בורקינה . <eos>
R__NOUN_NOUN_DET_ADJ	50	3	sing	תוססים	wrong	generated	רגלו ה חושנית עם הופשטטר גירשה עם תסכולו כ גידול פריסת נמל הפצצת דנבר ה	0	False	70	4	15	רגלו ה חושנית עם הופשטטר גירשה עם תסכולו כ גידול פריסת נמל הפצצת דנבר ה מוזר , סנחריב בורקינה . <eos>
R__NOUN_NOUN_DET_ADJ	65	3	sing	מחויב	correct	generated	סיפור ה טירונים ה	1	False	683	4	4	סיפור ה טירונים ה ציני מתאמץ להעלות זאת . <eos>
R__NOUN_NOUN_DET_ADJ	65	3	sing	מחויבים	wrong	generated	סיפור ה טירונים ה	1	False	436	4	4	סיפור ה טירונים ה ציני מתאמץ להעלות זאת . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	1	7	plur	מסתדרים	correct	generated	כאן נוהרים שוב ו שוב ו ב תוכחה מעצבי ה סטודנט ו ה ספרן , ה	2	True	91	8	16	כאן נוהרים שוב ו שוב ו ב תוכחה מעצבי ה סטודנט ו ה ספרן , ה סומכים ב רומאן ש בו הבפטיסטריום ה הנפשה ה שנונה בין שני ערביי ה עיבוי , ה ממוינים את שני ה ביקורים ש ביניהם מסתייג ווטרס את ה תורות ה לטיניות ש הוא מרבע ב מנוי זה , קרבונטיים ב רגש רכב ה חיק , קביעת ה גומא , אישיותו ו השלמת ה הלצה בו . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	1	7	plur	מסתדר	wrong	generated	כאן נוהרים שוב ו שוב ו ב תוכחה מעצבי ה סטודנט ו ה ספרן , ה	2	True	60	8	16	כאן נוהרים שוב ו שוב ו ב תוכחה מעצבי ה סטודנט ו ה ספרן , ה סומכים ב רומאן ש בו הבפטיסטריום ה הנפשה ה שנונה בין שני ערביי ה עיבוי , ה ממוינים את שני ה ביקורים ש ביניהם מסתייג ווטרס את ה תורות ה לטיניות ש הוא מרבע ב מנוי זה , קרבונטיים ב רגש רכב ה חיק , קביעת ה גומא , אישיותו ו השלמת ה הלצה בו . <eos>
R__NOUN_ADJ_DET_ADJ	27	8	sing	נקבי	correct	generated	ל מעורבותו , מסכימה ה קטגוריה ב שתי סכנות ספרדיות : האם ה חוב ה פגום ה	0	True	121	4	17	ל מעורבותו , מסכימה ה קטגוריה ב שתי סכנות ספרדיות : האם ה חוב ה פגום ה תמיסטוקלס , מתחת ל ואט 12 , מסוגל להתפלל אחרת מ כפי ש התנצל מ כניסתם ? <eos>
R__NOUN_ADJ_DET_ADJ	27	8	sing	נקביים	wrong	generated	ל מעורבותו , מסכימה ה קטגוריה ב שתי סכנות ספרדיות : האם ה חוב ה פגום ה	0	True	126	4	17	ל מעורבותו , מסכימה ה קטגוריה ב שתי סכנות ספרדיות : האם ה חוב ה פגום ה תמיסטוקלס , מתחת ל ואט 12 , מסוגל להתפלל אחרת מ כפי ש התנצל מ כניסתם ? <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	0	2	plur	אזרחיים	correct	generated	אלה ה אהבים ה בין -	0	True	1209	4	6	אלה ה אהבים ה בין - מדויקים , ה מתנשקים בין עשרות ה פארקים ה מתנשקים זה בתוך זה ב תפיסת ה ליידיס ה נתקלת . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	0	2	plur	אזרחי	wrong	generated	אלה ה אהבים ה בין -	0	True	4287	4	6	אלה ה אהבים ה בין - מדויקים , ה מתנשקים בין עשרות ה פארקים ה מתנשקים זה בתוך זה ב תפיסת ה ליידיס ה נתקלת . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	16	4	plur	מפחדים	correct	generated	רכזים אלה התכוננו על מענקי אלהים , ה	1	True	79	4	8	רכזים אלה התכוננו על מענקי אלהים , ה היברידית כביש הפסדי ה הפרשים אל תוך ה תדרוך מלמטה . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	16	4	plur	מפחד	wrong	generated	רכזים אלה התכוננו על מענקי אלהים , ה	1	True	306	4	8	רכזים אלה התכוננו על מענקי אלהים , ה היברידית כביש הפסדי ה הפרשים אל תוך ה תדרוך מלמטה . <eos>
R__NOUN_ADJ_DET_ADJ	8	2	sing	מחונן	correct	generated	"או שמא היתה זו פגיעתו כ ציפוי כפית <unk> - סודאני , כ רקע גוף - ה לקות ה מתחתן ביותר , ו כ אוון ה אדומי ב תחנת "" ה יחס ה הלני ה"	0	True	215	4	35	"או שמא היתה זו פגיעתו כ ציפוי כפית לטינו - סודאני , כ רקע גוף - ה לקות ה מתחתן ביותר , ו כ אוון ה אדומי ב תחנת "" ה יחס ה הלני ה אנטארקטי של ה שגרה ה לטינו - חמוצה "" ? <eos>"
R__NOUN_ADJ_DET_ADJ	8	2	sing	מחוננים	wrong	generated	"או שמא היתה זו פגיעתו כ ציפוי כפית <unk> - סודאני , כ רקע גוף - ה לקות ה מתחתן ביותר , ו כ אוון ה אדומי ב תחנת "" ה יחס ה הלני ה"	0	True	271	4	35	"או שמא היתה זו פגיעתו כ ציפוי כפית לטינו - סודאני , כ רקע גוף - ה לקות ה מתחתן ביותר , ו כ אוון ה אדומי ב תחנת "" ה יחס ה הלני ה אנטארקטי של ה שגרה ה לטינו - חמוצה "" ? <eos>"
R__NOUN_NOUN_DET_ADJ	30	3	sing	דומה	correct	generated	אם יש נקיק נוכחי מאחורי הרכב ה חומשי ב פגיעות , רשותה אחת לשחרר את גידול ה מסמכים ה	1	True	13083	4	19	אם יש נקיק נוכחי מאחורי הרכב ה חומשי ב פגיעות , רשותה אחת לשחרר את גידול ה מסמכים ה מלכותי ו את ה קולוניאליזם ה ירקרק . <eos>
R__NOUN_NOUN_DET_ADJ	30	3	sing	דומים	wrong	generated	אם יש נקיק נוכחי מאחורי הרכב ה חומשי ב פגיעות , רשותה אחת לשחרר את גידול ה מסמכים ה	1	True	3708	4	19	אם יש נקיק נוכחי מאחורי הרכב ה חומשי ב פגיעות , רשותה אחת לשחרר את גידול ה מסמכים ה מלכותי ו את ה קולוניאליזם ה ירקרק . <eos>
R__NOUN_NOUN_DET_ADJ	121	0	sing	רשמי	correct	original	משקיפים פוליטיים ב מינסוטה מאמינים , כי ה התקפה ה זו , על נייר ה מכתבים ה	1	True	8061	4	17	משקיפים פוליטיים ב מינסוטה מאמינים , כי ה התקפה ה זו , על נייר ה מכתבים ה רשמי של בושוויץ אם כי לא ב חתימתו , עלתה ל סנאטור ה רפובליקאי ב מושבו . <eos>
R__NOUN_NOUN_DET_ADJ	121	0	sing	רשמיים	wrong	original	משקיפים פוליטיים ב מינסוטה מאמינים , כי ה התקפה ה זו , על נייר ה מכתבים ה	1	True	1696	4	17	משקיפים פוליטיים ב מינסוטה מאמינים , כי ה התקפה ה זו , על נייר ה מכתבים ה רשמי של בושוויץ אם כי לא ב חתימתו , עלתה ל סנאטור ה רפובליקאי ב מושבו . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	1	6	plur	חוקי	correct	generated	הזרימה ה הפרדת ש כל פולימר חייב להפוך את ה שבוע ה ממונע ל צארית , כשם ש הוא רציני להגיע את ה עשור ה בורמזי תמורת מינים , אובליסק או	1	True	6395	4	31	הזרימה ה הפרדת ש כל פולימר חייב להפוך את ה שבוע ה ממונע ל צארית , כשם ש הוא רציני להגיע את ה עשור ה בורמזי תמורת מינים , אובליסק או חובות שד . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	1	6	plur	חוק	wrong	generated	הזרימה ה הפרדת ש כל פולימר חייב להפוך את ה שבוע ה ממונע ל צארית , כשם ש הוא רציני להגיע את ה עשור ה בורמזי תמורת מינים , אובליסק או	1	True	28380	4	31	הזרימה ה הפרדת ש כל פולימר חייב להפוך את ה שבוע ה ממונע ל צארית , כשם ש הוא רציני להגיע את ה עשור ה בורמזי תמורת מינים , אובליסק או חובות שד . <eos>
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	9	8	sing	להבה	correct	generated	ה סנטימטרים הם ב נבכי טירונות , ארדנים ,	1	True	239	4	9	ה סנטימטרים הם ב נבכי טירונות , ארדנים , חניקה , אלהים ו סיעות מאפיית . <eos>
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	9	8	sing	להבות	wrong	generated	ה סנטימטרים הם ב נבכי טירונות , ארדנים ,	1	True	450	4	9	ה סנטימטרים הם ב נבכי טירונות , ארדנים , חניקה , אלהים ו סיעות מאפיית . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	8	9	sing	סוטה	correct	generated	משקל ה איוש , ה	0	True	372	5	5	משקל ה איוש , ה מתגנב עם פוליטיקאי קליט עצום , מרבע להחזיר את ממצאי מלוא ה נציבים ( לפי סגפנות כ 7 % בלבד מ כוח ה שכבת ) . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	8	9	sing	סוטים	wrong	generated	משקל ה איוש , ה	0	True	68	5	5	משקל ה איוש , ה מתגנב עם פוליטיקאי קליט עצום , מרבע להחזיר את ממצאי מלוא ה נציבים ( לפי סגפנות כ 7 % בלבד מ כוח ה שכבת ) . <eos>
R__NOUN_NOUN_DET_ADJ	120	9	sing	קבוע	correct	generated	הוא נמאס את הישרדותם ב תפקיד - סקרנות אל תפקוד כיסוי ה תוככי ה	0	True	7783	4	14	"הוא נמאס את הישרדותם ב תפקיד - סקרנות אל תפקוד כיסוי ה תוככי ה קטלני "" רגש רוטה "" , ש הוא ו גופתו וויגים בו זה 30 תסיסה . <eos>"
R__NOUN_NOUN_DET_ADJ	120	9	sing	קבועים	wrong	generated	הוא נמאס את הישרדותם ב תפקיד - סקרנות אל תפקוד כיסוי ה תוככי ה	0	True	2005	4	14	"הוא נמאס את הישרדותם ב תפקיד - סקרנות אל תפקוד כיסוי ה תוככי ה קטלני "" רגש רוטה "" , ש הוא ו גופתו וויגים בו זה 30 תסיסה . <eos>"
L__NOUN_VERB_VERB	1	5	sing	נסגרת	correct	generated	ה דוגמה , נשטף ה תוצר מנוחין כלב ,	0	True	70	8	9	ה דוגמה , נשטף ה תוצר מנוחין כלב , מתנהגת ל פקיד היטהרות ש יש לו בוס ב משחקי ה מדגם ו ב במבוק לקראת תיקו . <eos>
L__NOUN_VERB_VERB	1	5	sing	נסגרות	wrong	generated	ה דוגמה , נשטף ה תוצר מנוחין כלב ,	0	True	63	8	9	ה דוגמה , נשטף ה תוצר מנוחין כלב , מתנהגת ל פקיד היטהרות ש יש לו בוס ב משחקי ה מדגם ו ב במבוק לקראת תיקו . <eos>
