pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	22	1	sing	allow	wrong	generated	The first bridge you make why you include on tourism	0	False	8990	8	10	The first bridge you make why you include on tourism indicates that the bronze lap deliberately reflects out the mode and generates into the sea lieutenant . <eos>	-10.9318	-11.0796	-12.8478	-11.4416	-12.9232	-12.2758	-12.0741	-11.7742	-11.8739	-11.7108	-10.2102	-12.1896	-12.2588	-11.6731	-13.0012	-12.0806	-12.0928	-10.6186	-11.2656	-10.7928	-12.4116	-12.1118	-12.2933	-11.0965	-10.5313	-13.5723	-13.1352	-10.9441	-9.60416	-10.5176	-11.7172	-13.2435	-10.4081	-12.1956	-10.9024	-11.2557
R__VERB_NOUN_CCONJ_VERB	4	1	plur	drop	correct	generated	Read me lose if you describe any millions or	0	False	2327	4	9	Read me lose if you describe any millions or deserve anything empty . <eos>	-12.694	-9.4869	-8.55904	-8.97375	-7.6898	-9.89219	-9.37745	-11.365	-9.41068	-10.0562	-11.0412	-10.63	-9.08468	-7.83907	-13.1113	-9.00679	-9.47992	-10.18	-11.1293	-12.4946	-9.70546	-9.50749	-9.69192	-7.07203	-8.76961	-8.4186	-9.8106	-10.839	-9.69382	-8.94072	-8.43842	-10.3043	-10.6252	-9.2282	-9.74524	-11.3017
R__VERB_NOUN_CCONJ_VERB	4	1	plur	drops	wrong	generated	Read me lose if you describe any millions or	0	False	771	4	9	Read me lose if you describe any millions or deserve anything empty . <eos>	-11.0129	-10.5153	-10.0793	-7.64375	-12.5508	-11.0925	-10.0718	-8.48187	-10.5677	-10.4649	-11.2409	-11.6197	-9.89623	-10.0674	-9.94979	-10.0737	-9.90384	-9.86734	-10.2833	-10.1203	-12.2917	-12.2996	-9.24422	-9.49812	-10.3222	-9.4199	-9.43964	-11.3673	-9.40241	-8.3036	-11.2502	-10.976	-10.6744	-11.8963	-8.80292	-9.47359
L__NOUN_VERB_VERB	4	5	sing	is	correct	generated	My deregulation with asking the width happily	0	False	649202	6	7	My deregulation with asking the width happily enjoys , could it be eliminated that jointly everyone felt the production would or could enable at any lettuce , since we surprisingly bought Christianity and Lessons and if they handed they might have traveled a particular group ?? <eos>	-5.11637	-4.44094	-6.7966	-4.95433	-9.12857	-7.04194	-7.48018	-5.76848	-5.44378	-5.36505	-5.76365	-7.4711	-6.32794	-7.1123	-4.43204	-7.11825	-6.68618	-7.39974	-6.20071	-7.94162	-9.48799	-6.564	-6.23396	-7.71861	-7.13407	-6.96706	-6.61795	-8.66021	-5.0564	-7.4031	-4.98013	-5.82973	-4.95167	-6.74396	-7.8153	-7.25941
L__NOUN_VERB_VERB	4	5	sing	are	wrong	generated	My deregulation with asking the width happily	0	False	261453	6	7	My deregulation with asking the width happily enjoys , could it be eliminated that jointly everyone felt the production would or could enable at any lettuce , since we surprisingly bought Christianity and Lessons and if they handed they might have traveled a particular group ?? <eos>	-6.52927	-5.7703	-9.27168	-6.29656	-10.157	-8.1429	-8.72263	-6.91231	-7.2801	-6.985	-8.86129	-10.2666	-7.58599	-8.63498	-7.15723	-7.78724	-8.88698	-7.95267	-8.64145	-10.5676	-11.9478	-8.93464	-7.52922	-9.84204	-9.22253	-9.20764	-8.82073	-9.97945	-6.56169	-9.22475	-7.02317	-8.77214	-7.67481	-8.10156	-9.21114	-7.54122
L__NOUN_VERB_VERB	17	9	sing	ends	correct	generated	The practical couple laws deserve there	1	False	4068	4	6	The practical couple laws deserve there owes revise to the habitation . <eos>	-11.2423	-11.5521	-10.9805	-12.9996	-12.7008	-13.0789	-13.8775	-14.4185	-10.7546	-12.1024	-13.0552	-10.8928	-11.6582	-11.026	-12.7396	-11.6651	-10.7386	-11.1083	-11.7751	-12.918	-10.4278	-12.6374	-11.6711	-12.8586	-12.7617	-15.3128	-10.7826	-13.2282	-12.5064	-13.3516	-11.777	-12.2102	-12.5675	-12.1604	-10.6112	-11.9362
L__NOUN_VERB_VERB	17	9	sing	end	wrong	generated	The practical couple laws deserve there	1	False	34799	4	6	The practical couple laws deserve there owes revise to the habitation . <eos>	-13.7382	-12.9116	-11.2255	-11.3701	-10.9881	-10.3769	-13.9916	-12.1503	-10.1832	-10.175	-9.84217	-9.03916	-12.5236	-11.9068	-10.3028	-11.1559	-9.73722	-10.0981	-10.9186	-11.6307	-11.8491	-10.8744	-10.6378	-11.1319	-10.2732	-16.0689	-11.1953	-11.5212	-11.862	-10.8343	-9.73047	-11.0605	-11.007	-11.8301	-10.9985	-12.7182
L__NOUN_VERB_VERB	24	0	plur	look	correct	original	Workers who do these introductions	0	False	5041	5	5	Workers who do these introductions look at the interaction objectively ; and it 's good to see they are able and willing to say no if they feel there would be a problem . <eos>	-7.65674	-8.11229	-9.72465	-9.31933	-6.85385	-8.72056	-8.86085	-6.94232	-8.81448	-7.85122	-9.57039	-9.61354	-8.87408	-8.57813	-8.4067	-8.15353	-10.1305	-9.05952	-9.03818	-7.35607	-7.24176	-10.2636	-9.66047	-8.91557	-7.45918	-9.96845	-6.7682	-8.66167	-7.90758	-7.55036	-9.59812	-8.44799	-5.7675	-10.2819	-8.14814	-8.77661
L__NOUN_VERB_VERB	24	0	plur	looks	wrong	original	Workers who do these introductions	0	False	1653	5	5	Workers who do these introductions look at the interaction objectively ; and it 's good to see they are able and willing to say no if they feel there would be a problem . <eos>	-12.0074	-11.218	-12.5332	-11.1035	-12.0095	-12.9841	-11.5776	-13.2386	-12.4465	-12.1463	-11.8597	-12.2368	-12.1077	-11.6163	-13.9445	-12.3761	-14.2263	-13.0303	-13.1506	-11.905	-13.185	-11.8744	-12.0803	-13.1064	-12.7169	-11.4302	-11.5829	-11.1427	-11.4028	-12.938	-12.3153	-12.3282	-12.4107	-12.7656	-12.5984	-11.5215
R__VERB_NOUN_CCONJ_VERB	9	5	plur	produce	correct	generated	I decide this informative deadline and	0	False	7920	5	6	I decide this informative deadline and believe to cease this cautious opinion . <eos>	-9.20588	-8.14887	-7.75372	-9.99557	-9.93067	-9.31453	-9.78692	-8.16569	-10.0171	-10.2018	-8.16536	-7.39929	-9.58426	-7.54297	-10.2576	-8.86848	-7.60988	-8.68184	-8.78339	-9.10417	-7.75747	-9.89323	-8.2807	-8.31861	-6.13873	-10.0338	-7.37511	-7.0485	-9.0093	-8.10262	-8.55425	-9.4501	-7.83279	-11.4483	-8.90602	-7.68569
R__VERB_NOUN_CCONJ_VERB	9	5	plur	produces	wrong	generated	I decide this informative deadline and	0	False	2089	5	6	I decide this informative deadline and believe to cease this cautious opinion . <eos>	-9.98384	-8.68183	-10.0013	-10.8562	-10.5144	-9.5441	-10.6518	-9.91176	-10.4614	-10.2645	-10.2174	-11.3357	-10.7488	-10.5084	-10.4535	-10.7513	-9.41417	-11.1712	-10.1703	-9.72975	-10.7107	-9.20637	-10.0196	-10.1793	-11.2978	-10.8944	-9.75391	-10.7147	-9.46661	-10.3327	-9.26637	-8.91697	-9.53099	-10.9698	-9.60017	-10.8907
L__NOUN_VERB_VERB	13	4	sing	explains	correct	generated	"Because of the giraffe that his financial concert with Briggs Angeles had personalized him , he printed standards toxic as : "" You can belong a currency and a prey , eight clause you ca n't burn"	0	True	1823	5	37	"Because of the giraffe that his financial concert with Briggs Angeles had personalized him , he printed standards toxic as : "" You can belong a currency and a prey , eight clause you ca n't burn understands whenever you 're delicious effectively "" and pledged machines to the "" Ryan Blanco "" blackmail reflecting that "" thus he handed Bangladeshi centuries to require respectively flexible as a timing "" . <eos>"	-14.9488	-15.1038	-15.4856	-14.8105	-14.1653	-15.7288	-15.3082	-16.2546	-16.884	-15.5844	-14.0392	-14.9686	-16.327	-14.2159	-13.6219	-16.0397	-15.5607	-15.955	-14.4678	-15.3628	-16.9859	-14.522	-16.161	-13.7634	-14.0628	-15.0187	-13.9417	-13.6269	-12.9244	-16.3517	-14.0085	-15.6698	-13.9781	-16.2374	-13.6901	-14.2092
L__NOUN_VERB_VERB	13	4	sing	explain	wrong	generated	"Because of the giraffe that his financial concert with Briggs Angeles had personalized him , he printed standards toxic as : "" You can belong a currency and a prey , eight clause you ca n't burn"	0	True	2136	5	37	"Because of the giraffe that his financial concert with Briggs Angeles had personalized him , he printed standards toxic as : "" You can belong a currency and a prey , eight clause you ca n't burn understands whenever you 're delicious effectively "" and pledged machines to the "" Ryan Blanco "" blackmail reflecting that "" thus he handed Bangladeshi centuries to require respectively flexible as a timing "" . <eos>"	-15.4933	-16.1632	-16.0543	-14.8583	-16.5967	-14.4455	-14.9686	-16.1748	-14.5301	-15.2278	-14.3068	-16.5984	-14.2828	-13.6998	-12.6109	-15.8137	-17.1082	-19.0787	-14.612	-16.6577	-16.562	-14.4536	-13.8541	-15.1987	-12.5105	-15.0684	-14.4253	-14.8498	-13.8878	-15.9281	-13.1715	-14.7411	-13.1418	-14.4459	-14.0584	-13.9181
L__NOUN_VERB_VERB	0	1	sing	asks	correct	generated	The participation to sell in sect	0	False	1751	5	6	The participation to sell in sect indicates that Huge Additional rocks and Jews and dangerous Huge bodies are superior to pay badly strictly southwestern to the Enquirer in Ernie than al - Tet individuals , and it would be functional to compete one 's appointments off the bored habitation . <eos>	-14.0416	-12.8969	-13.2696	-14.2311	-12.0915	-13.6621	-14.9387	-14.9141	-14.8261	-13.8609	-12.3982	-14.3253	-14.8742	-14.2776	-11.7092	-11.9581	-14.7823	-15.5738	-12.6682	-14.6895	-14.0059	-15.0632	-13.021	-14.4505	-14.7406	-12.8638	-13.0792	-17.4958	-12.6686	-14.4677	-13.2444	-14.3121	-13.4326	-14.3463	-13.2122	-13.106
L__NOUN_VERB_VERB	0	1	sing	ask	wrong	generated	The participation to sell in sect	0	False	1771	5	6	The participation to sell in sect indicates that Huge Additional rocks and Jews and dangerous Huge bodies are superior to pay badly strictly southwestern to the Enquirer in Ernie than al - Tet individuals , and it would be functional to compete one 's appointments off the bored habitation . <eos>	-15.573	-15.1161	-15.5444	-13.6389	-13.696	-14.5024	-16.049	-15.9383	-14.6501	-14.8909	-14.0409	-14.8406	-15.2298	-14.2812	-14.1539	-14.5092	-13.496	-15.4616	-15.9603	-16.0642	-18.0045	-14.7214	-12.4222	-14.3312	-14.0451	-13.8026	-12.6226	-16.0234	-13.1907	-15.7524	-13.4461	-14.3202	-13.53	-15.1154	-15.3869	-13.9961
R__VERB_NOUN_CCONJ_VERB	15	4	sing	returns	correct	generated	If you recommend a website who will put to you and slack he will eat and then deserve his swap , and not manage what he is checking about whenever he seems tankers at awesome characters and	0	True	2754	6	37	If you recommend a website who will put to you and slack he will eat and then deserve his swap , and not manage what he is checking about whenever he seems tankers at awesome characters and loves they intend what you suggest , whenever they will not promote for you , groom to this justification ... he is the activity for you . <eos>	-9.28118	-9.36088	-8.64989	-9.37261	-10.5085	-9.38772	-11.0958	-8.36561	-9.74727	-8.60615	-9.04603	-10.6775	-9.43167	-9.93705	-9.22621	-8.56316	-9.61106	-9.22122	-7.57824	-9.8107	-6.51848	-7.17796	-9.53915	-10.4662	-10.5583	-8.27816	-8.91447	-11.307	-8.77046	-7.72116	-9.27954	-8.79138	-8.19741	-9.54746	-8.92656	-8.95186
R__VERB_NOUN_CCONJ_VERB	15	4	sing	return	wrong	generated	If you recommend a website who will put to you and slack he will eat and then deserve his swap , and not manage what he is checking about whenever he seems tankers at awesome characters and	0	True	13565	6	37	If you recommend a website who will put to you and slack he will eat and then deserve his swap , and not manage what he is checking about whenever he seems tankers at awesome characters and loves they intend what you suggest , whenever they will not promote for you , groom to this justification ... he is the activity for you . <eos>	-7.96892	-8.09161	-8.81771	-8.55389	-8.63192	-9.07181	-9.27223	-8.10005	-10.1088	-7.51525	-8.40433	-8.89746	-9.791	-9.44716	-6.82605	-9.00152	-8.77338	-6.91821	-7.33523	-8.37168	-7.06871	-8.06697	-8.29183	-8.1772	-10.8423	-8.09757	-8.09834	-8.6398	-8.64457	-9.25456	-7.80258	-7.88143	-7.52657	-10.6672	-8.89543	-7.73923
R__VERB_NOUN_CCONJ_VERB	13	9	plur	apply	correct	generated	They immensely include if you pick route in your labor , ( for contents like me ) , they wash an acronym of the declaration and	0	True	2730	7	26	They immensely include if you pick route in your labor , ( for contents like me ) , they wash an acronym of the declaration and intend weak alterations to vary . <eos>	-7.62907	-8.20945	-9.46416	-8.71725	-8.6705	-9.6959	-9.31646	-6.50268	-9.28665	-9.18924	-8.74518	-7.27142	-9.1086	-8.30646	-8.33286	-8.5071	-8.85264	-9.37966	-8.00794	-9.83192	-9.76257	-8.55984	-8.3832	-8.66209	-9.73092	-7.9692	-8.78296	-6.58359	-8.03127	-8.45276	-6.88443	-9.6074	-7.89738	-9.27114	-9.1137	-9.75004
R__VERB_NOUN_CCONJ_VERB	13	9	plur	applies	wrong	generated	They immensely include if you pick route in your labor , ( for contents like me ) , they wash an acronym of the declaration and	0	True	1246	7	26	They immensely include if you pick route in your labor , ( for contents like me ) , they wash an acronym of the declaration and intend weak alterations to vary . <eos>	-6.36198	-8.46471	-9.39037	-8.90883	-9.50968	-7.92177	-9.84089	-7.26327	-8.38376	-7.39781	-8.2088	-6.71233	-8.39656	-7.01765	-8.1145	-8.01562	-10.8003	-8.85405	-8.235	-10.5343	-10.2058	-9.32131	-9.46228	-8.73	-9.58992	-9.05053	-8.90642	-8.11401	-7.81166	-8.38984	-7.96783	-8.1732	-8.58638	-8.04603	-9.59426	-8.96267
L__NOUN_VERB_VERB	13	1	sing	affirms	correct	generated	"Because of the rain that his positive racism with Blount Antonio had sent him , he hired bases maximum as : "" You can come a queen and a gallon , eight cop you ca n't vomit"	0	True	80	5	37	"Because of the rain that his positive racism with Blount Antonio had sent him , he hired bases maximum as : "" You can come a queen and a gallon , eight cop you ca n't vomit enables whenever you 're messy ethnically "" and paid lights to the "" Governor States "" chili considering that "" now he grew Major dollars to reopen gently desirable as a wedding "" . <eos>"	-16.1723	-17.1121	-16.3318	-16.442	-20.2934	-16.9244	-16.5131	-19.0528	-16.6465	-16.4101	-18.1365	-19.0368	-16.9003	-16.2411	-16.0147	-16.9401	-19.6329	-20.6273	-18.2599	-18.3046	-20.1726	-19.1236	-19.0026	-18.3768	-17.8253	-16.7869	-16.0108	-16.4001	-16.5242	-18.2578	-16.0765	-16.6116	-16.8111	-16.6289	-16.3148	-20.1298
L__NOUN_VERB_VERB	13	1	sing	affirm	wrong	generated	"Because of the rain that his positive racism with Blount Antonio had sent him , he hired bases maximum as : "" You can come a queen and a gallon , eight cop you ca n't vomit"	0	True	127	5	37	"Because of the rain that his positive racism with Blount Antonio had sent him , he hired bases maximum as : "" You can come a queen and a gallon , eight cop you ca n't vomit enables whenever you 're messy ethnically "" and paid lights to the "" Governor States "" chili considering that "" now he grew Major dollars to reopen gently desirable as a wedding "" . <eos>"	-15.1466	-16.9471	-15.8803	-15.8968	-20.7139	-16.0428	-16.7676	-18.4462	-15.1096	-14.5182	-18.1372	-18.7499	-15.2262	-14.8881	-16.6357	-16.245	-17.7783	-19.8262	-16.6994	-16.3617	-19.1704	-16.3858	-18.0667	-17.3398	-17.593	-17.8974	-15.1548	-17.2319	-16.2115	-16.6408	-15.4343	-14.4442	-16.5218	-14.3933	-16.7065	-18.1419
L__NOUN_VERB_VERB	9	2	plur	feel	correct	generated	But active researchers do hurt the couch they laugh he will communicate , and the agreements who begin him	1	True	3157	4	19	But active researchers do hurt the couch they laugh he will communicate , and the agreements who begin him tend to afford the attorneys who apologize him . <eos>	-10.3068	-11.3721	-10.7292	-9.97114	-8.79167	-11.6146	-9.41704	-13.8743	-10.2906	-9.47228	-9.87495	-11.6888	-10.836	-12.4699	-10.1522	-11.4633	-11.1979	-9.45819	-10.7333	-14.0482	-10.4585	-11.0815	-11.4196	-10.4849	-12.6473	-9.69161	-8.84119	-12.507	-10.4137	-11.1979	-10.7616	-9.20537	-9.59566	-12.1417	-11.4643	-11.129
L__NOUN_VERB_VERB	9	2	plur	feels	wrong	generated	But active researchers do hurt the couch they laugh he will communicate , and the agreements who begin him	1	True	1141	4	19	But active researchers do hurt the couch they laugh he will communicate , and the agreements who begin him tend to afford the attorneys who apologize him . <eos>	-12.3461	-13.6691	-12.9134	-13.5919	-13.5249	-13.6563	-12.5833	-14.9392	-12.8773	-12.9297	-11.4928	-11.4184	-12.2074	-12.3682	-13.6504	-13.768	-13.0691	-13.478	-14.1307	-12.5894	-11.7818	-11.5963	-13.0635	-12.6882	-16.0892	-14.8644	-12.5923	-14.2684	-13.4195	-14.2923	-12.7341	-12.9569	-15.3753	-14.4018	-13.1329	-13.8707
R__VERB_NOUN_CCONJ_VERB	13	8	plur	ensure	correct	generated	They environmentally agree if you serve snack in your racism , ( for communities like me ) , they reflect an entertainment of the surge and	0	True	3569	7	26	They environmentally agree if you serve snack in your racism , ( for communities like me ) , they reflect an entertainment of the surge and extend nutritional introductions to miss . <eos>	-9.95037	-10.7023	-10.0329	-11.3675	-9.08355	-9.40133	-11.5923	-12.411	-9.89969	-9.58339	-9.891	-11.0641	-9.11061	-12.8871	-10.7627	-11.753	-11.7494	-9.15437	-10.1739	-9.52544	-10.3332	-8.89743	-11.0477	-11.3592	-11.9227	-10.0511	-10.0336	-10.6244	-9.67192	-10.1407	-9.69794	-9.0754	-11.4234	-10.7823	-11.8856	-10.0378
R__VERB_NOUN_CCONJ_VERB	13	8	plur	ensures	wrong	generated	They environmentally agree if you serve snack in your racism , ( for communities like me ) , they reflect an entertainment of the surge and	0	True	399	7	26	They environmentally agree if you serve snack in your racism , ( for communities like me ) , they reflect an entertainment of the surge and extend nutritional introductions to miss . <eos>	-11.5144	-11.8715	-11.0411	-13.1364	-10.2574	-10.7199	-12.2081	-13.3244	-10.888	-11.3586	-11.4998	-12.5527	-10.7449	-11.5584	-12.6375	-11.419	-11.604	-10.6648	-11.085	-11.6232	-12.3603	-11.2974	-12.7639	-11.4853	-12.4239	-11.3532	-10.1457	-15.2675	-11.0043	-11.4298	-11.3062	-11.1788	-12.3395	-11.14	-11.7815	-11.7168
R__VERB_NOUN_CCONJ_VERB	8	9	sing	follows	correct	generated	It belongs the strife for programming assistance and	0	False	5149	7	8	It belongs the strife for programming assistance and provides , “ We are supplied that the Reagan should not affect with timely - wealth losses who thank to harass and grab recently and efficiently in the nights , sections , and forums of dual document . ” <eos>	-10.7309	-11.8579	-10.1071	-9.6935	-11.6152	-10.0634	-11.4073	-10.7674	-10.7869	-10.366	-10.4437	-12.7817	-11.0628	-9.54624	-12.003	-9.7958	-11.6308	-12.0212	-9.82141	-12.3974	-10.6536	-10.7601	-11.2601	-12.4863	-12.3047	-13.3571	-10.5044	-12.2568	-9.96932	-12.5993	-10.7035	-9.54753	-10.036	-10.9127	-10.968	-11.8797
R__VERB_NOUN_CCONJ_VERB	8	9	sing	follow	wrong	generated	It belongs the strife for programming assistance and	0	False	4277	7	8	It belongs the strife for programming assistance and provides , “ We are supplied that the Reagan should not affect with timely - wealth losses who thank to harass and grab recently and efficiently in the nights , sections , and forums of dual document . ” <eos>	-9.82117	-10.6902	-9.63878	-10.461	-11.1775	-10.2118	-10.7068	-10.2214	-10.4309	-10.2759	-10.0269	-11.7127	-10.3806	-9.69944	-10.8461	-10.7659	-11.2891	-10.8126	-11.0821	-11.3821	-12.8056	-10.5119	-10.3407	-11.8081	-9.4277	-12.878	-10.3429	-10.2438	-9.83506	-12.2986	-11.3387	-10.4039	-10.5992	-11.0343	-9.48558	-9.78601
R__VERB_NOUN_CCONJ_VERB	1	9	plur	know	correct	generated	I continue we simply throw the campaigning and	0	False	5925	4	8	I continue we simply throw the campaigning and sell to Montgomery . <eos>	-9.7431	-10.405	-8.2986	-9.09331	-11.8592	-8.1518	-9.19229	-7.22461	-7.95315	-8.45177	-11.1411	-12.2359	-8.56366	-8.16142	-11.8183	-10.1474	-8.32754	-10.0457	-7.79221	-8.99369	-10.0835	-10.6045	-9.34152	-7.23622	-10.357	-10.7274	-10.855	-11.2842	-8.84014	-8.76649	-9.06852	-8.78391	-9.14549	-9.49889	-10.474	-11.5878
R__VERB_NOUN_CCONJ_VERB	1	9	plur	knows	wrong	generated	I continue we simply throw the campaigning and	0	False	1302	4	8	I continue we simply throw the campaigning and sell to Montgomery . <eos>	-9.88148	-8.89865	-9.1365	-10.4933	-10.329	-8.97783	-10.9352	-11.1805	-8.22194	-9.30079	-9.648	-9.90803	-8.55272	-10.6604	-13.3234	-10.478	-10.9624	-11.6861	-9.81573	-11.1319	-9.86076	-11.2763	-11.8526	-9.54441	-12.6642	-11.2316	-9.18255	-9.69278	-9.1771	-9.72266	-10.1882	-8.55615	-8.71999	-9.72692	-10.7415	-10.435
R__VERB_NOUN_CCONJ_VERB	5	7	plur	pose	correct	generated	Get me flee if you learn any rights or	0	False	552	4	9	Get me flee if you learn any rights or thank anything usual . <eos>	-11.1402	-9.63521	-10.6859	-11.5743	-11.2419	-10.5095	-11.0647	-12.4788	-11.3064	-11.1929	-9.98725	-9.98701	-10.8076	-9.93581	-10.154	-11.3932	-11.221	-9.42223	-10.0138	-8.62185	-11.4109	-11.6329	-9.13108	-12.4583	-12.3276	-12.2399	-12.1736	-10.0922	-10.9037	-10.3339	-10.1339	-10.8285	-11.152	-10.6434	-11.7111	-11.0694
R__VERB_NOUN_CCONJ_VERB	5	7	plur	poses	wrong	generated	Get me flee if you learn any rights or	0	False	331	4	9	Get me flee if you learn any rights or thank anything usual . <eos>	-12.2399	-9.54988	-11.2642	-12.0125	-10.6209	-11.1979	-10.266	-12.2596	-11.5312	-11.1537	-10.2111	-13.4434	-11.66	-9.5881	-10.6405	-11.4683	-11.3923	-12.0257	-12.056	-11.5186	-13.0693	-13.4234	-11.1766	-12.4727	-11.416	-12.5642	-11.9951	-11.046	-10.2744	-10.8707	-10.5376	-11.0052	-10.9092	-11.4306	-9.58092	-12.2387
R__VERB_NOUN_CCONJ_VERB	8	5	sing	creates	correct	generated	It pretends the factory for slang assistance and	0	False	1563	7	8	It pretends the factory for slang assistance and becomes , “ We are tied that the Belarus should not include with beneficial - scientist technologies who hear to die and bother hardly and adequately in the vocals , boys , and laptops of convinced format . ” <eos>	-9.37787	-11.1045	-9.41243	-8.99133	-10.1242	-9.74272	-10.4588	-10.863	-10.6327	-9.83995	-10.1751	-11.3684	-10.9462	-9.56597	-10.2269	-9.53087	-9.8692	-8.85282	-10.9027	-9.94878	-11.2813	-10.5097	-12.1001	-9.99494	-10.9146	-10.0356	-9.14069	-11.1598	-9.56661	-9.88113	-10.4191	-10.3527	-9.13299	-11.4371	-10.2004	-10.4572
R__VERB_NOUN_CCONJ_VERB	8	5	sing	create	wrong	generated	It pretends the factory for slang assistance and	0	False	8745	7	8	It pretends the factory for slang assistance and becomes , “ We are tied that the Belarus should not include with beneficial - scientist technologies who hear to die and bother hardly and adequately in the vocals , boys , and laptops of convinced format . ” <eos>	-8.05908	-9.74636	-9.04401	-8.7316	-8.84213	-10.4672	-10.1678	-9.26483	-10.6398	-9.74955	-7.27368	-9.83371	-9.96714	-9.00463	-9.96458	-9.11136	-9.98074	-7.22947	-9.26204	-7.93157	-10.7639	-8.25686	-10.3523	-10.3981	-9.15175	-9.50324	-7.60582	-10.4132	-8.53722	-8.65218	-10.4437	-8.92966	-9.44227	-11.3969	-8.63799	-8.70907
L__NOUN_VERB_VERB	19	3	plur	act	correct	generated	the animated titles we choose in our director	1	False	8285	6	8	the animated titles we choose in our director admit ; we refuse crisis duty for easter , dog leash and radio - wall for Kathy . <eos>	-11.1107	-11.2146	-8.8487	-10.2813	-9.23948	-9.67411	-9.98311	-10.7064	-9.63525	-10.2198	-10.4816	-10.1713	-9.07746	-11.5275	-10.9122	-9.48918	-10.8866	-9.55572	-9.65166	-10.5356	-9.73468	-11.8863	-9.2697	-10.4578	-9.72518	-9.5553	-10.1851	-12.099	-11.785	-7.81966	-9.95528	-10.4297	-9.43218	-10.0874	-9.33482	-10.0764
L__NOUN_VERB_VERB	19	3	plur	acts	wrong	generated	the animated titles we choose in our director	1	False	4061	6	8	the animated titles we choose in our director admit ; we refuse crisis duty for easter , dog leash and radio - wall for Kathy . <eos>	-11.2433	-10.5664	-9.39422	-9.85667	-10.3977	-10.4201	-10.867	-9.65742	-10.0513	-11.8429	-10.6751	-10.7393	-9.12626	-11.6007	-11.0308	-9.46176	-8.91936	-10.645	-10.6514	-10.3225	-10.1395	-10.3593	-10.6189	-9.75325	-11.274	-10.778	-10.0451	-10.1957	-11.8786	-8.5754	-10.8202	-9.96254	-11.4927	-10.4837	-9.89813	-9.8602
L__NOUN_VERB_VERB	12	0	plur	include	correct	original	Important species that probably would decline	1	False	24625	5	6	Important species that probably would decline include shrimp , capelin , Greenland halibut and some varieties of flatfish . <eos>	-9.99386	-8.72339	-8.10094	-8.14336	-9.90243	-5.35078	-8.05162	-9.98898	-7.09639	-8.65077	-9.18714	-9.24428	-8.66762	-9.4719	-7.40294	-9.13506	-9.56075	-9.70561	-8.88797	-9.26742	-11.1968	-8.85597	-10.0436	-8.16996	-10.5589	-6.78935	-8.3198	-9.40053	-8.67436	-8.7074	-7.65981	-8.96565	-7.50523	-7.65954	-8.37475	-9.44368
